logged_at,trade_date,city,series_ticker,event_ticker,market_ticker,market_subtitle,bucket_lo,bucket_hi,yes_ask,yes_bid,ask_qty,bid_qty
2026-06-16T10:00:08.487456-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-B77.5,77° to 78°,77.0,78.0,52,49,6,
2026-06-16T10:00:08.487456-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-B79.5,79° to 80°,79.0,80.0,7,4,6,
2026-06-16T10:00:08.487456-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-B81.5,81° to 82°,81.0,82.0,1,,1646,
2026-06-16T10:00:08.487456-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-T82,83° or above,83.0,,1,,7146,
2026-06-16T10:00:08.487456-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-T71,70° or below,,70.0,1,,179,
2026-06-16T10:00:08.487456-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-B71.5,71° to 72°,71.0,72.0,4,3,0,
2026-06-16T10:00:08.487456-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-B73.5,73° to 74°,73.0,74.0,29,26,35,
2026-06-16T10:00:08.487456-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-B75.5,75° to 76°,75.0,76.0,56,53,29,
2026-06-16T10:00:08.487456-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-B77.5,77° to 78°,77.0,78.0,8,7,98,
2026-06-16T10:00:08.487456-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-T78,79° or above,79.0,,3,2,5,
2026-06-16T10:00:08.487456-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-T84,83° or below,,83.0,1,,16,
2026-06-16T10:00:08.487456-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-B84.5,84° to 85°,84.0,85.0,7,6,264,
2026-06-16T10:00:08.487456-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-B86.5,86° to 87°,86.0,87.0,48,45,39,
2026-06-16T10:00:08.487456-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-B88.5,88° to 89°,88.0,89.0,35,28,2,
2026-06-16T10:00:08.487456-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-B90.5,90° to 91°,90.0,91.0,11,4,4,
2026-06-16T10:00:08.487456-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-T91,92° or above,92.0,,2,,4,
2026-06-16T10:00:08.487456-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-T88,87° or below,,87.0,1,,195186,
2026-06-16T10:00:08.487456-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-B88.5,88° to 89°,88.0,89.0,1,,26420,
2026-06-16T10:00:08.487456-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-B90.5,90° to 91°,90.0,91.0,5,2,16,
2026-06-16T10:00:08.487456-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-B92.5,92° to 93°,92.0,93.0,34,32,26,
2026-06-16T10:00:08.487456-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-B94.5,94° to 95°,94.0,95.0,62,59,24,
2026-06-16T10:00:08.487456-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-T95,96° or above,96.0,,8,7,8,
2026-06-16T10:00:08.482664-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-T75,74° or below,,74.0,5,3,2,
2026-06-16T10:00:08.482664-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-B75.5,75° to 76°,75.0,76.0,48,44,14,
2026-06-16T10:00:08.482664-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-B77.5,77° to 78°,77.0,78.0,52,49,6,
2026-06-16T10:00:08.482664-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-B79.5,79° to 80°,79.0,80.0,7,4,6,
2026-06-16T10:00:08.482664-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-B81.5,81° to 82°,81.0,82.0,1,,1646,
2026-06-16T10:00:08.482664-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-T82,83° or above,83.0,,1,,7146,
2026-06-16T10:00:08.482664-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-T71,70° or below,,70.0,1,,179,
2026-06-16T10:00:08.482664-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-B71.5,71° to 72°,71.0,72.0,4,3,0,
2026-06-16T10:00:08.482664-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-B73.5,73° to 74°,73.0,74.0,29,26,35,
2026-06-16T10:00:08.482664-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-B75.5,75° to 76°,75.0,76.0,55,54,39,
2026-06-16T10:00:08.482664-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-B77.5,77° to 78°,77.0,78.0,8,7,98,
2026-06-16T10:00:08.482664-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-T78,79° or above,79.0,,3,2,5,
2026-06-16T10:00:08.482664-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-T84,83° or below,,83.0,1,,16,
2026-06-16T10:00:08.482664-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-B84.5,84° to 85°,84.0,85.0,7,6,264,
2026-06-16T10:00:08.482664-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-B86.5,86° to 87°,86.0,87.0,48,45,39,
2026-06-16T10:00:08.482664-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-B88.5,88° to 89°,88.0,89.0,35,28,2,
2026-06-16T10:00:08.482664-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-B90.5,90° to 91°,90.0,91.0,11,4,4,
2026-06-16T10:00:08.482664-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-T91,92° or above,92.0,,2,,4,
2026-06-16T10:00:08.482664-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-T88,87° or below,,87.0,1,,195186,
2026-06-16T10:00:08.482664-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-B88.5,88° to 89°,88.0,89.0,1,,26420,
2026-06-16T10:00:08.482664-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-B90.5,90° to 91°,90.0,91.0,5,2,16,
2026-06-16T10:00:08.482664-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-B92.5,92° to 93°,92.0,93.0,34,32,26,
2026-06-16T10:00:08.482664-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-B94.5,94° to 95°,94.0,95.0,62,59,24,
2026-06-16T10:00:08.482664-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-T95,96° or above,96.0,,8,7,8,
2026-06-16T10:30:21.122751-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-T75,74° or below,,74.0,3,2,141,
2026-06-16T10:30:21.122751-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-B75.5,75° to 76°,75.0,76.0,46,43,26,
2026-06-16T10:30:21.122751-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-B77.5,77° to 78°,77.0,78.0,50,46,150,
2026-06-16T10:30:21.122751-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-B79.5,79° to 80°,79.0,80.0,8,7,6,
2026-06-16T10:30:21.122751-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-B81.5,81° to 82°,81.0,82.0,1,,5880,
2026-06-16T10:30:21.122751-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-T82,83° or above,83.0,,1,,10338,
2026-06-16T10:30:21.122751-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-T71,70° or below,,70.0,2,1,52,
2026-06-16T10:30:21.122751-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-B71.5,71° to 72°,71.0,72.0,7,5,67,
2026-06-16T10:30:21.122751-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-B73.5,73° to 74°,73.0,74.0,34,31,4,
2026-06-16T10:30:21.122751-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-B75.5,75° to 76°,75.0,76.0,51,50,37,
2026-06-16T10:30:21.122751-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-B77.5,77° to 78°,77.0,78.0,9,8,13,
2026-06-16T10:30:21.122751-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-T78,79° or above,79.0,,4,3,19,
2026-06-16T10:30:21.122751-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-T84,83° or below,,83.0,1,,8,
2026-06-16T10:30:21.122751-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-B84.5,84° to 85°,84.0,85.0,6,5,3,
2026-06-16T10:30:21.122751-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-B86.5,86° to 87°,86.0,87.0,45,41,91,
2026-06-16T10:30:21.122751-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-B88.5,88° to 89°,88.0,89.0,32,27,1,
2026-06-16T10:30:21.122751-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-B90.5,90° to 91°,90.0,91.0,12,9,4,
2026-06-16T10:30:21.122751-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-T91,92° or above,92.0,,2,,4,
2026-06-16T10:30:21.122751-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-T88,87° or below,,87.0,1,,204390,
2026-06-16T10:30:21.122751-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-B88.5,88° to 89°,88.0,89.0,1,,50465,
2026-06-16T10:30:21.122751-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-B90.5,90° to 91°,90.0,91.0,6,5,132,
2026-06-16T10:30:21.122751-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-B92.5,92° to 93°,92.0,93.0,23,20,26,
2026-06-16T10:30:21.122751-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-B94.5,94° to 95°,94.0,95.0,66,63,30,
2026-06-16T10:30:21.122751-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-T95,96° or above,96.0,,11,9,169,
2026-06-16T11:00:04.278321-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-T75,74° or below,,74.0,2,1,362,
2026-06-16T11:00:04.278321-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-B75.5,75° to 76°,75.0,76.0,46,45,31,
2026-06-16T11:00:04.278321-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-B77.5,77° to 78°,77.0,78.0,54,51,106,
2026-06-16T11:00:04.278321-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-B79.5,79° to 80°,79.0,80.0,5,4,81,
2026-06-16T11:00:04.278321-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-B81.5,81° to 82°,81.0,82.0,1,,5743,
2026-06-16T11:00:04.278321-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-T82,83° or above,83.0,,1,,10396,
2026-06-16T11:00:04.278321-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-T71,70° or below,,70.0,1,,2624,
2026-06-16T11:00:04.278321-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-B71.5,71° to 72°,71.0,72.0,7,5,110,
2026-06-16T11:00:04.278321-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-B73.5,73° to 74°,73.0,74.0,32,30,379,
2026-06-16T11:00:04.278321-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-B75.5,75° to 76°,75.0,76.0,49,45,4,
2026-06-16T11:00:04.278321-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-B77.5,77° to 78°,77.0,78.0,16,13,12,
2026-06-16T11:00:04.278321-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-T78,79° or above,79.0,,3,2,8,
2026-06-16T11:00:04.278321-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-T84,83° or below,,83.0,1,,3,
2026-06-16T11:00:04.278321-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-B84.5,84° to 85°,84.0,85.0,6,5,3,
2026-06-16T11:00:04.278321-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-B86.5,86° to 87°,86.0,87.0,44,41,8,
2026-06-16T11:00:04.278321-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-B88.5,88° to 89°,88.0,89.0,35,30,0,
2026-06-16T11:00:04.278321-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-B90.5,90° to 91°,90.0,91.0,12,8,4,
2026-06-16T11:00:04.278321-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-T91,92° or above,92.0,,2,,7,
2026-06-16T11:00:04.278321-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-T88,87° or below,,87.0,1,,203515,
2026-06-16T11:00:04.278321-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-B88.5,88° to 89°,88.0,89.0,1,,99361,
2026-06-16T11:00:04.278321-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-B90.5,90° to 91°,90.0,91.0,1,,24740,
2026-06-16T11:00:04.278321-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-B92.5,92° to 93°,92.0,93.0,29,26,8,
2026-06-16T11:00:04.278321-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-B94.5,94° to 95°,94.0,95.0,64,63,8,
2026-06-16T11:00:04.278321-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-T95,96° or above,96.0,,12,11,34,
2026-06-16T11:30:04.837978-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-T75,74° or below,,74.0,3,2,29,
2026-06-16T11:30:04.837978-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-B75.5,75° to 76°,75.0,76.0,54,52,8,
2026-06-16T11:30:04.837978-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-B77.5,77° to 78°,77.0,78.0,45,42,543,
2026-06-16T11:30:04.837978-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-B79.5,79° to 80°,79.0,80.0,5,4,139,
2026-06-16T11:30:04.837978-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-B81.5,81° to 82°,81.0,82.0,1,,5805,
2026-06-16T11:30:04.837978-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-T82,83° or above,83.0,,1,,10458,
2026-06-16T11:30:04.837978-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-T71,70° or below,,70.0,1,,2197,
2026-06-16T11:30:04.837978-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-B71.5,71° to 72°,71.0,72.0,10,8,23,
2026-06-16T11:30:04.837978-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-B73.5,73° to 74°,73.0,74.0,33,32,104,
2026-06-16T11:30:04.837978-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-B75.5,75° to 76°,75.0,76.0,50,47,12,
2026-06-16T11:30:04.837978-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-B77.5,77° to 78°,77.0,78.0,14,13,76,
2026-06-16T11:30:04.837978-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-T78,79° or above,79.0,,2,1,4,
2026-06-16T11:30:04.837978-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-T84,83° or below,,83.0,1,,3,
2026-06-16T11:30:04.837978-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-B84.5,84° to 85°,84.0,85.0,10,9,95,
2026-06-16T11:30:04.837978-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-B86.5,86° to 87°,86.0,87.0,47,40,5,
2026-06-16T11:30:04.837978-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-B88.5,88° to 89°,88.0,89.0,44,40,1,
2026-06-16T11:30:04.837978-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-B90.5,90° to 91°,90.0,91.0,10,4,4,
2026-06-16T11:30:04.837978-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-T91,92° or above,92.0,,2,,10,
2026-06-16T11:30:04.837978-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-T88,87° or below,,87.0,1,,203528,
2026-06-16T11:30:04.837978-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-B88.5,88° to 89°,88.0,89.0,1,,211134,
2026-06-16T11:30:04.837978-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-B90.5,90° to 91°,90.0,91.0,1,,24517,
2026-06-16T11:30:04.837978-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-B92.5,92° to 93°,92.0,93.0,27,23,86,
2026-06-16T11:30:04.837978-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-B94.5,94° to 95°,94.0,95.0,64,60,11,
2026-06-16T11:30:04.837978-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-T95,96° or above,96.0,,16,13,10,
2026-06-16T12:00:53.892782-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-T75,74° or below,,74.0,6,4,16,
2026-06-16T12:00:53.892782-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-B75.5,75° to 76°,75.0,76.0,64,61,48,
2026-06-16T12:00:53.892782-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-B77.5,77° to 78°,77.0,78.0,32,27,23,
2026-06-16T12:00:53.892782-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-B79.5,79° to 80°,79.0,80.0,3,1,212,
2026-06-16T12:00:53.892782-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-B81.5,81° to 82°,81.0,82.0,1,,8352,
2026-06-16T12:00:53.892782-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-T82,83° or above,83.0,,1,,11194,
2026-06-16T12:00:53.892782-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-T71,70° or below,,70.0,1,,49232,
2026-06-16T12:00:53.892782-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-B71.5,71° to 72°,71.0,72.0,4,2,29,
2026-06-16T12:00:53.892782-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-B73.5,73° to 74°,73.0,74.0,37,32,34,
2026-06-16T12:00:53.892782-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-B75.5,75° to 76°,75.0,76.0,47,43,17,
2026-06-16T12:00:53.892782-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-B77.5,77° to 78°,77.0,78.0,18,17,36,
2026-06-16T12:00:53.892782-04:00,2026-06-16,il,KXHIGHCHI,KXHIGHCHI-26JUN16,KXHIGHCHI-26JUN16-T78,79° or above,79.0,,3,2,5,
2026-06-16T12:00:53.892782-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-T84,83° or below,,83.0,1,,40602,
2026-06-16T12:00:53.892782-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-B84.5,84° to 85°,84.0,85.0,8,5,5,
2026-06-16T12:00:53.892782-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-B86.5,86° to 87°,86.0,87.0,42,35,9,
2026-06-16T12:00:53.892782-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-B88.5,88° to 89°,88.0,89.0,52,47,2,
2026-06-16T12:00:53.892782-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-B90.5,90° to 91°,90.0,91.0,10,9,4,
2026-06-16T12:00:53.892782-04:00,2026-06-16,tx,KXHIGHAUS,KXHIGHAUS-26JUN16,KXHIGHAUS-26JUN16-T91,92° or above,92.0,,2,,10,
2026-06-16T12:00:53.892782-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-T88,87° or below,,87.0,1,,208519,
2026-06-16T12:00:53.892782-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-B88.5,88° to 89°,88.0,89.0,1,,220132,
2026-06-16T12:00:53.892782-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-B90.5,90° to 91°,90.0,91.0,2,,102,
2026-06-16T12:00:53.892782-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-B92.5,92° to 93°,92.0,93.0,30,25,90,
2026-06-16T12:00:53.892782-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-B94.5,94° to 95°,94.0,95.0,64,60,51,
2026-06-16T12:00:53.892782-04:00,2026-06-16,fl,KXHIGHMIA,KXHIGHMIA-26JUN16,KXHIGHMIA-26JUN16-T95,96° or above,96.0,,9,7,47,
2026-06-16T12:30:03.625005-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-T75,74° or below,,74.0,5,4,34,
2026-06-16T12:30:03.625005-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-B75.5,75° to 76°,75.0,76.0,64,63,75,
2026-06-16T12:30:03.625005-04:00,2026-06-16,ny,KXHIGHNY,KXHIGHNY-26JUN16,KXHIGHNY-26JUN16-B77.5,77° to 78°,77.0,78.0,35,31,56,
