logged_at,trade_date,city,series_ticker,event_ticker,market_ticker,market_subtitle,bucket_lo,bucket_hi,yes_ask,yes_bid,ask_qty,bid_qty
2026-03-03T00:00:18.236311-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-T39,38° or below,,38.0,20,19,34,
2026-03-03T00:00:18.236311-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B39.5,39° to 40°,39.0,40.0,35,32,473,
2026-03-03T00:00:18.236311-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B41.5,41° to 42°,41.0,42.0,29,28,200,
2026-03-03T00:00:18.236311-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B43.5,43° to 44°,43.0,44.0,14,13,215,
2026-03-03T00:00:18.236311-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B45.5,45° to 46°,45.0,46.0,5,3,200,
2026-03-03T00:00:18.236311-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-T46,47° or above,47.0,,3,1,150,
2026-03-03T00:00:18.236311-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-T39,38° or below,,38.0,13,11,234,
2026-03-03T00:00:18.236311-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B39.5,39° to 40°,39.0,40.0,17,16,4,
2026-03-03T00:00:18.236311-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B41.5,41° to 42°,41.0,42.0,32,31,150,
2026-03-03T00:00:18.236311-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B43.5,43° to 44°,43.0,44.0,31,30,235,
2026-03-03T00:00:18.236311-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B45.5,45° to 46°,45.0,46.0,12,11,234,
2026-03-03T00:00:18.236311-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-T46,47° or above,47.0,,3,2,200,
2026-03-03T00:00:18.236311-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-T85,84° or below,,84.0,4,3,77,
2026-03-03T00:00:18.236311-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B85.5,85° to 86°,85.0,86.0,8,7,28,
2026-03-03T00:00:18.236311-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B87.5,87° to 88°,87.0,88.0,36,34,200,
2026-03-03T00:00:18.236311-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B89.5,89° to 90°,89.0,90.0,48,47,12,
2026-03-03T00:00:18.236311-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B91.5,91° to 92°,91.0,92.0,6,4,258,
2026-03-03T00:00:18.236311-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-T92,93° or above,93.0,,3,2,276,
2026-03-03T00:00:18.236311-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-T76,75° or below,,75.0,3,2,120,
2026-03-03T00:00:18.236311-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B76.5,76° to 77°,76.0,77.0,6,4,221,
2026-03-03T00:00:18.236311-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B78.5,78° to 79°,78.0,79.0,7,5,180,
2026-03-03T00:00:18.236311-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B80.5,80° to 81°,80.0,81.0,26,24,200,
2026-03-03T00:00:18.236311-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B82.5,82° to 83°,82.0,83.0,55,54,5,
2026-03-03T00:00:18.236311-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-T83,84° or above,84.0,,9,7,199,
2026-03-03T00:30:20.329232-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-T39,38° or below,,38.0,23,22,362,
2026-03-03T00:30:20.329232-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B39.5,39° to 40°,39.0,40.0,35,34,2,
2026-03-03T00:30:20.329232-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B41.5,41° to 42°,41.0,42.0,29,28,4,
2026-03-03T00:30:20.329232-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B43.5,43° to 44°,43.0,44.0,14,13,310,
2026-03-03T00:30:20.329232-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B45.5,45° to 46°,45.0,46.0,4,3,50,
2026-03-03T00:30:20.329232-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-T46,47° or above,47.0,,2,,50,
2026-03-03T00:30:20.329232-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-T39,38° or below,,38.0,12,10,204,
2026-03-03T00:30:20.329232-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B39.5,39° to 40°,39.0,40.0,17,16,30,
2026-03-03T00:30:20.329232-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B41.5,41° to 42°,41.0,42.0,34,32,25,
2026-03-03T00:30:20.329232-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B43.5,43° to 44°,43.0,44.0,29,26,217,
2026-03-03T00:30:20.329232-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B45.5,45° to 46°,45.0,46.0,10,8,226,
2026-03-03T00:30:20.329232-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-T46,47° or above,47.0,,3,2,216,
2026-03-03T00:30:20.329232-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-T85,84° or below,,84.0,4,3,53,
2026-03-03T00:30:20.329232-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B85.5,85° to 86°,85.0,86.0,9,7,12,
2026-03-03T00:30:20.329232-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B87.5,87° to 88°,87.0,88.0,36,33,100,
2026-03-03T00:30:20.329232-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B89.5,89° to 90°,89.0,90.0,50,48,212,
2026-03-03T00:30:20.329232-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B91.5,91° to 92°,91.0,92.0,5,4,268,
2026-03-03T00:30:20.329232-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-T92,93° or above,93.0,,3,2,338,
2026-03-03T00:30:20.329232-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-T76,75° or below,,75.0,3,2,884,
2026-03-03T00:30:20.329232-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B76.5,76° to 77°,76.0,77.0,4,3,568,
2026-03-03T00:30:20.329232-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B78.5,78° to 79°,78.0,79.0,8,7,673,
2026-03-03T00:30:20.329232-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B80.5,80° to 81°,80.0,81.0,24,23,12,
2026-03-03T00:30:20.329232-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B82.5,82° to 83°,82.0,83.0,59,58,482,
2026-03-03T00:30:20.329232-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-T83,84° or above,84.0,,9,8,81,
2026-03-03T01:00:05.474474-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-T39,38° or below,,38.0,24,23,383,
2026-03-03T01:00:05.474474-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B39.5,39° to 40°,39.0,40.0,39,37,1,
2026-03-03T01:00:05.474474-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B41.5,41° to 42°,41.0,42.0,30,28,212,
2026-03-03T01:00:05.474474-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B43.5,43° to 44°,43.0,44.0,14,13,280,
2026-03-03T01:00:05.474474-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B45.5,45° to 46°,45.0,46.0,4,3,200,
2026-03-03T01:00:05.474474-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-T46,47° or above,47.0,,3,,50,
2026-03-03T01:00:05.474474-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-T39,38° or below,,38.0,11,10,676,
2026-03-03T01:00:05.474474-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B39.5,39° to 40°,39.0,40.0,17,16,566,
2026-03-03T01:00:05.474474-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B41.5,41° to 42°,41.0,42.0,31,30,62,
2026-03-03T01:00:05.474474-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B43.5,43° to 44°,43.0,44.0,27,26,234,
2026-03-03T01:00:05.474474-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B45.5,45° to 46°,45.0,46.0,12,11,12,
2026-03-03T01:00:05.474474-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-T46,47° or above,47.0,,4,3,58,
2026-03-03T01:00:05.474474-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-T85,84° or below,,84.0,4,3,250,
2026-03-03T01:00:05.474474-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B85.5,85° to 86°,85.0,86.0,7,5,210,
2026-03-03T01:00:05.474474-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B87.5,87° to 88°,87.0,88.0,35,32,112,
2026-03-03T01:00:05.474474-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B89.5,89° to 90°,89.0,90.0,52,50,49,
2026-03-03T01:00:05.474474-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B91.5,91° to 92°,91.0,92.0,6,4,25,
2026-03-03T01:00:05.474474-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-T92,93° or above,93.0,,3,2,342,
2026-03-03T01:00:05.474474-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-T76,75° or below,,75.0,3,,50,
2026-03-03T01:00:05.474474-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B76.5,76° to 77°,76.0,77.0,4,3,820,
2026-03-03T01:00:05.474474-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B78.5,78° to 79°,78.0,79.0,8,7,622,
2026-03-03T01:00:05.474474-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B80.5,80° to 81°,80.0,81.0,29,28,40,
2026-03-03T01:00:05.474474-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B82.5,82° to 83°,82.0,83.0,58,57,529,
2026-03-03T01:00:05.474474-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-T83,84° or above,84.0,,9,8,706,
2026-03-03T01:30:31.550478-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-T39,38° or below,,38.0,23,22,150,
2026-03-03T01:30:31.550478-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B39.5,39° to 40°,39.0,40.0,35,34,150,
2026-03-03T01:30:31.550478-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B41.5,41° to 42°,41.0,42.0,30,29,154,
2026-03-03T01:30:31.550478-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B43.5,43° to 44°,43.0,44.0,14,13,305,
2026-03-03T01:30:31.550478-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B45.5,45° to 46°,45.0,46.0,4,3,200,
2026-03-03T01:30:31.550478-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-T46,47° or above,47.0,,3,,50,
2026-03-03T01:30:31.550478-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-T39,38° or below,,38.0,5,4,504,
2026-03-03T01:30:31.550478-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B39.5,39° to 40°,39.0,40.0,13,12,117,
2026-03-03T01:30:31.550478-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B41.5,41° to 42°,41.0,42.0,36,33,691,
2026-03-03T01:30:31.550478-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B43.5,43° to 44°,43.0,44.0,32,30,385,
2026-03-03T01:30:31.550478-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B45.5,45° to 46°,45.0,46.0,12,11,35,
2026-03-03T01:30:31.550478-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-T46,47° or above,47.0,,4,3,257,
2026-03-03T01:30:31.550478-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-T85,84° or below,,84.0,4,3,423,
2026-03-03T01:30:31.550478-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B85.5,85° to 86°,85.0,86.0,10,9,350,
2026-03-03T01:30:31.550478-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B87.5,87° to 88°,87.0,88.0,36,34,12,
2026-03-03T01:30:31.550478-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B89.5,89° to 90°,89.0,90.0,47,46,12,
2026-03-03T01:30:31.550478-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B91.5,91° to 92°,91.0,92.0,7,6,28,
2026-03-03T01:30:31.550478-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-T92,93° or above,93.0,,3,2,899,
2026-03-03T01:30:31.550478-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-T76,75° or below,,75.0,1,,3049,
2026-03-03T01:30:31.550478-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B76.5,76° to 77°,76.0,77.0,4,3,821,
2026-03-03T01:30:31.550478-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B78.5,78° to 79°,78.0,79.0,8,7,767,
2026-03-03T01:30:31.550478-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B80.5,80° to 81°,80.0,81.0,27,26,2,
2026-03-03T01:30:31.550478-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B82.5,82° to 83°,82.0,83.0,58,57,12,
2026-03-03T01:30:31.550478-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-T83,84° or above,84.0,,9,8,1004,
2026-03-03T02:00:05.758949-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-T39,38° or below,,38.0,27,26,150,
2026-03-03T02:00:05.758949-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B39.5,39° to 40°,39.0,40.0,37,36,200,
2026-03-03T02:00:05.758949-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B41.5,41° to 42°,41.0,42.0,29,28,200,
2026-03-03T02:00:05.758949-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B43.5,43° to 44°,43.0,44.0,14,13,280,
2026-03-03T02:00:05.758949-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B45.5,45° to 46°,45.0,46.0,4,3,225,
2026-03-03T02:00:05.758949-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-T46,47° or above,47.0,,3,,200,
2026-03-03T02:00:05.758949-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-T39,38° or below,,38.0,5,4,537,
2026-03-03T02:00:05.758949-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B39.5,39° to 40°,39.0,40.0,15,12,424,
2026-03-03T02:00:05.758949-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B41.5,41° to 42°,41.0,42.0,34,33,777,
2026-03-03T02:00:05.758949-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B43.5,43° to 44°,43.0,44.0,31,30,36,
2026-03-03T02:00:05.758949-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B45.5,45° to 46°,45.0,46.0,15,13,150,
2026-03-03T02:00:05.758949-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-T46,47° or above,47.0,,4,3,57,
2026-03-03T02:00:05.758949-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-T85,84° or below,,84.0,4,3,523,
2026-03-03T02:00:05.758949-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B85.5,85° to 86°,85.0,86.0,11,10,209,
2026-03-03T02:00:05.758949-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B87.5,87° to 88°,87.0,88.0,36,35,165,
2026-03-03T02:00:05.758949-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B89.5,89° to 90°,89.0,90.0,48,46,284,
2026-03-03T02:00:05.758949-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B91.5,91° to 92°,91.0,92.0,7,6,250,
2026-03-03T02:00:05.758949-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-T92,93° or above,93.0,,3,2,978,
2026-03-03T02:00:05.758949-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-T76,75° or below,,75.0,1,,2094,
2026-03-03T02:00:05.758949-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B76.5,76° to 77°,76.0,77.0,4,3,554,
2026-03-03T02:00:05.758949-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B78.5,78° to 79°,78.0,79.0,8,7,735,
2026-03-03T02:00:05.758949-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B80.5,80° to 81°,80.0,81.0,29,26,2,
2026-03-03T02:00:05.758949-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B82.5,82° to 83°,82.0,83.0,58,57,17,
2026-03-03T02:00:05.758949-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-T83,84° or above,84.0,,6,5,491,
2026-03-03T02:30:06.522181-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-T39,38° or below,,38.0,26,25,200,
2026-03-03T02:30:06.522181-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B39.5,39° to 40°,39.0,40.0,37,36,312,
2026-03-03T02:30:06.522181-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B41.5,41° to 42°,41.0,42.0,26,25,408,
2026-03-03T02:30:06.522181-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B43.5,43° to 44°,43.0,44.0,14,13,329,
2026-03-03T02:30:06.522181-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-B45.5,45° to 46°,45.0,46.0,4,3,304,
2026-03-03T02:30:06.522181-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-T46,47° or above,47.0,,4,3,150,
2026-03-03T02:30:06.522181-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-T39,38° or below,,38.0,5,4,449,
2026-03-03T02:30:06.522181-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B39.5,39° to 40°,39.0,40.0,15,14,453,
2026-03-03T02:30:06.522181-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B41.5,41° to 42°,41.0,42.0,30,28,594,
2026-03-03T02:30:06.522181-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B43.5,43° to 44°,43.0,44.0,32,30,235,
2026-03-03T02:30:06.522181-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-B45.5,45° to 46°,45.0,46.0,15,14,77,
2026-03-03T02:30:06.522181-05:00,2026-03-03,il,KXHIGHCHI,KXHIGHCHI-26MAR03,KXHIGHCHI-26MAR03-T46,47° or above,47.0,,6,4,22,
2026-03-03T02:30:06.522181-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-T85,84° or below,,84.0,4,3,450,
2026-03-03T02:30:06.522181-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B85.5,85° to 86°,85.0,86.0,13,12,255,
2026-03-03T02:30:06.522181-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B87.5,87° to 88°,87.0,88.0,38,36,296,
2026-03-03T02:30:06.522181-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B89.5,89° to 90°,89.0,90.0,47,46,474,
2026-03-03T02:30:06.522181-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-B91.5,91° to 92°,91.0,92.0,7,6,832,
2026-03-03T02:30:06.522181-05:00,2026-03-03,tx,KXHIGHAUS,KXHIGHAUS-26MAR03,KXHIGHAUS-26MAR03-T92,93° or above,93.0,,2,1,663,
2026-03-03T02:30:06.522181-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-T76,75° or below,,75.0,1,,2174,
2026-03-03T02:30:06.522181-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B76.5,76° to 77°,76.0,77.0,2,1,775,
2026-03-03T02:30:06.522181-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B78.5,78° to 79°,78.0,79.0,10,9,1041,
2026-03-03T02:30:06.522181-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B80.5,80° to 81°,80.0,81.0,30,29,202,
2026-03-03T02:30:06.522181-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-B82.5,82° to 83°,82.0,83.0,59,57,218,
2026-03-03T02:30:06.522181-05:00,2026-03-03,fl,KXHIGHMIA,KXHIGHMIA-26MAR03,KXHIGHMIA-26MAR03-T83,84° or above,84.0,,3,2,343,
2026-03-03T03:00:51.462365-05:00,2026-03-03,ny,KXHIGHNY,KXHIGHNY-26MAR03,KXHIGHNY-26MAR03-T39,38° or below,,38.0,25,24,137,
