run_ts,trade_date,city,decision_role,bandit_mode,actual_tmax,selected_action,applied_action,mode_forecast_pred,mode_blend_pred,mode_lstm_pred,error_forecast,error_blend,error_lstm,reward_forecast,reward_blend,reward_lstm,reward_chosen,condition_token,condition_label,sky_label,mean_cloud_cover,vote_entropy,provider_count,updated_actions_json,feature_vector_json
2026-03-19T10:30:04.170019+00:00,2026-03-18,tx,trade,live,78.0000,forecast,forecast,76.8608,77.9180,,1.1392,0.0820,,0.886080,0.991800,,0.886080,partly_cloudy,Partially cloudy,sunny,22.1648,0.703343,8,"[""blend"", ""forecast""]","[0.0, 0.0, 1.0, 0.0, 0.96917807, 0.24636127, 0.26695799, 1.0, 0.22164821, 0.70334298, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
2026-03-20T10:30:03.928356+00:00,2026-03-19,fl,trade,live,78.0000,blend,blend,75.8232,76.9008,,2.1768,1.0992,,0.782320,0.890080,,0.890080,rain,"Rain, Partially cloudy",cloudy,70.2249,0.285699,8,"[""blend"", ""forecast""]","[0.0, 0.0, 0.0, 1.0, 0.97326437, 0.22968774, 0.20115767, 1.0, 0.70224938, 0.28569933, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
2026-03-20T10:30:03.928356+00:00,2026-03-19,il,trade,live,60.0000,blend,forecast,54.6912,55.3604,,5.3088,4.6396,,0.469120,0.536040,,0.469120,partly_cloudy,Partially cloudy,mixed,52.6600,0.619125,8,"[""blend"", ""forecast""]","[0.0, 1.0, 0.0, 0.0, 0.97326437, 0.22968774, 0.30343848, 1.0, 0.52659967, 0.61912529, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
2026-03-20T10:30:03.928356+00:00,2026-03-19,ny,trade,live,44.0000,blend,blend,44.5466,45.7229,,0.5466,1.7229,,0.945340,0.827710,,0.827710,partly_cloudy,Partially cloudy,mixed,49.0731,0.754566,8,"[""blend"", ""forecast""]","[1.0, 0.0, 0.0, 0.0, 0.97326437, 0.22968774, 0.06826582, 1.0, 0.49073097, 0.75456585, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
2026-03-20T10:30:03.928356+00:00,2026-03-19,tx,trade,live,86.0000,forecast,forecast,84.4264,84.4625,,1.5736,1.5375,,0.842640,0.846250,,0.842640,clear,Clear,sunny,12.0357,0.593535,8,"[""blend"", ""forecast""]","[0.0, 0.0, 1.0, 0.0, 0.97326437, 0.22968774, 0.18232042, 1.0, 0.12035658, 0.59353518, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
2026-03-21T10:30:03.297154+00:00,2026-03-20,fl,trade,live,78.0000,blend,blend,75.6756,76.7819,,2.3244,1.2181,,0.767560,0.878190,,0.878190,rain,"Rain, Partially cloudy",mixed,63.4705,0.175627,8,"[""blend"", ""forecast""]","[0.0, 0.0, 0.0, 1.0, 0.97706386, 0.21294652, 0.17, 1.0, 0.63470549, 0.17562744, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
2026-03-21T10:30:03.297154+00:00,2026-03-20,il,trade,live,72.0000,blend,blend,68.4743,69.1656,,3.5257,2.8344,,0.647430,0.716560,,0.716560,partly_cloudy,Partially cloudy,mixed,63.7103,0.778287,8,"[""blend"", ""forecast""]","[0.0, 1.0, 0.0, 0.0, 0.97706386, 0.21294652, 0.19128274, 1.0, 0.63710284, 0.77828687, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
2026-03-21T10:30:03.297154+00:00,2026-03-20,ny,trade,live,57.0000,blend,forecast,60.1479,59.1189,,3.1479,2.1189,,0.685210,0.788110,,0.685210,rain,"Rain, Partially cloudy",mixed,54.3592,0.802132,8,"[""blend"", ""forecast""]","[1.0, 0.0, 0.0, 0.0, 0.97706386, 0.21294652, 0.27760503, 1.0, 0.54359194, 0.80213208, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
2026-03-21T10:30:03.297154+00:00,2026-03-20,tx,trade,live,90.0000,forecast,forecast,88.3973,88.6215,,1.6027,1.3785,,0.839730,0.862150,,0.839730,clear,Clear,sunny,1.8247,0.644307,8,"[""blend"", ""forecast""]","[0.0, 0.0, 1.0, 0.0, 0.97706386, 0.21294652, 0.19513356, 1.0, 0.01824694, 0.64430654, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
2026-03-22T10:30:10.633670+00:00,2026-03-21,fl,trade,live,81.0000,blend,blend,78.4801,79.5286,,2.5199,1.4714,,0.748010,0.852860,,0.852860,partly_cloudy,Partially cloudy,sunny,20.2731,0.606853,8,"[""blend"", ""forecast""]","[0.0, 0.0, 0.0, 1.0, 0.98057539, 0.19614254, 0.19400267, 1.0, 0.20273092, 0.60685312, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
2026-03-22T10:30:10.633670+00:00,2026-03-21,il,trade,live,77.0000,blend,forecast,75.6434,76.3230,,1.3566,0.6770,,0.864340,0.932300,,0.864340,partly_cloudy,Partially cloudy,mixed,51.8077,0.780303,8,"[""blend"", ""forecast""]","[0.0, 1.0, 0.0, 0.0, 0.98057539, 0.19614254, 0.31283222, 1.0, 0.51807696, 0.78030294, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
2026-03-22T10:30:10.633670+00:00,2026-03-21,ny,trade,live,59.0000,blend,blend,56.8407,58.0096,,2.1593,0.9904,,0.784070,0.900960,,0.900960,partly_cloudy,Partially cloudy,mixed,44.0052,0.531565,7,"[""blend"", ""forecast""]","[1.0, 0.0, 0.0, 0.0, 0.98057539, 0.19614254, 0.003, 0.875, 0.44005205, 0.53156487, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
2026-03-22T10:30:10.633670+00:00,2026-03-21,tx,trade,live,93.0000,blend,blend,91.3607,91.6229,,1.6393,1.3771,,0.836070,0.862290,,0.862290,clear,Clear,sunny,2.4147,0.599304,8,"[""blend"", ""forecast""]","[0.0, 0.0, 1.0, 0.0, 0.98057539, 0.19614254, 0.19196643, 1.0, 0.02414666, 0.59930383, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
2026-03-23T10:30:04.184206+00:00,2026-03-22,fl,trade,live,81.0000,blend,blend,78.7576,79.0176,,2.2424,1.9824,,0.775760,0.801760,,0.801760,clear,Clear,sunny,8.3622,0.334064,8,"[""blend"", ""forecast""]","[0.0, 0.0, 0.0, 1.0, 0.98379795, 0.17928076, 0.0, 1.0, 0.08362236, 0.33406446, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
2026-03-23T10:30:04.184206+00:00,2026-03-22,il,trade,live,71.0000,blend,forecast,67.4568,68.0973,,3.5432,2.9027,,0.645680,0.709730,,0.645680,partly_cloudy,Partially cloudy,cloudy,82.4135,0.612437,8,"[""blend"", ""forecast""]","[0.0, 1.0, 0.0, 0.0, 0.98379795, 0.17928076, 1.0, 1.0, 0.8241352, 0.6124369, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
2026-03-23T10:30:04.184206+00:00,2026-03-22,ny,trade,live,63.0000,blend,blend,63.7265,62.9713,,0.7265,0.0287,,0.927350,0.997130,,0.997130,rain,"Rain, Partially cloudy",cloudy,66.2506,0.818096,8,"[""blend"", ""forecast""]","[1.0, 0.0, 0.0, 0.0, 0.98379795, 0.17928076, 0.14255416, 1.0, 0.662506, 0.8180956, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
2026-03-23T10:30:04.184206+00:00,2026-03-22,tx,trade,live,93.0000,blend,forecast,92.9897,93.2935,,0.0103,0.2935,,0.998970,0.970650,,0.998970,clear,Clear,sunny,3.3883,0.560090,8,"[""blend"", ""forecast""]","[0.0, 0.0, 1.0, 0.0, 0.98379795, 0.17928076, 0.2844839, 1.0, 0.03388272, 0.56008976, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
2026-03-24T10:30:04.426550+00:00,2026-03-23,fl,trade,live,82.0000,blend,blend,80.5873,81.1066,,1.4127,0.8934,,0.858730,0.910660,,0.910660,clear,Clear,sunny,6.2573,0.177995,8,"[""blend"", ""forecast""]","[0.0, 0.0, 0.0, 1.0, 0.98673058, 0.16236614, 0.18186382, 1.0, 0.06257317, 0.17799486, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
2026-03-24T10:30:04.426550+00:00,2026-03-23,il,trade,live,41.0000,blend,blend,39.1545,39.9375,,1.8455,1.0625,,0.815450,0.893750,,0.893750,partly_cloudy,Partially cloudy,mixed,47.1233,0.395969,8,"[""blend"", ""forecast""]","[0.0, 1.0, 0.0, 0.0, 0.98673058, 0.16236614, 0.0, 1.0, 0.47123348, 0.39596869, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
2026-03-24T10:30:04.426550+00:00,2026-03-23,ny,trade,live,50.0000,blend,forecast,49.4468,49.1511,,0.5532,0.8489,,0.944680,0.915110,,0.944680,rain,"Rain, Partially cloudy",mixed,58.4028,0.575456,8,"[""blend"", ""forecast""]","[1.0, 0.0, 0.0, 0.0, 0.98673058, 0.16236614, 0.32714659, 1.0, 0.58402797, 0.57545573, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
2026-03-24T10:30:04.426550+00:00,2026-03-23,tx,trade,live,88.0000,forecast,forecast,86.6326,87.7438,,1.3674,0.2562,,0.863260,0.974380,,0.863260,partly_cloudy,Partially cloudy,sunny,27.7240,0.604326,8,"[""blend"", ""forecast""]","[0.0, 0.0, 1.0, 0.0, 0.98673058, 0.16236614, 0.21837097, 1.0, 0.27723986, 0.60432553, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
2026-03-25T10:30:04.525658+00:00,2026-03-24,fl,trade,live,85.0000,blend,blend,82.1291,82.6270,,2.8709,2.3730,,0.712910,0.762700,,0.762700,clear,Clear,sunny,9.7340,0.264640,8,"[""blend"", ""forecast""]","[0.0, 0.0, 0.0, 1.0, 0.98937241, 0.14540367, 0.21595567, 1.0, 0.09733961, 0.26464023, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
2026-03-25T10:30:04.525658+00:00,2026-03-24,il,trade,live,53.0000,blend,forecast,52.6418,53.3594,,0.3582,0.3594,,0.964180,0.964060,,0.964180,cloudy_overcast,overcast,cloudy,79.6492,0.629116,8,"[""blend"", ""forecast""]","[0.0, 1.0, 0.0, 0.0, 0.98937241, 0.14540367, 0.29790999, 1.0, 0.79649196, 0.62911647, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
2026-03-25T10:30:04.525658+00:00,2026-03-24,ny,trade,live,48.0000,blend,blend,47.9909,48.3532,,0.0091,0.3532,,0.999090,0.964680,,0.964680,clear,Clear,sunny,20.8516,0.716332,8,"[""blend"", ""forecast""]","[1.0, 0.0, 0.0, 0.0, 0.98937241, 0.14540367, 0.022, 1.0, 0.20851617, 0.71633213, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
2026-03-25T10:30:04.525658+00:00,2026-03-24,tx,trade,live,88.0000,blend,blend,86.2624,87.5000,,1.7376,0.5000,,0.826240,0.950000,,0.950000,partly_cloudy,Partially cloudy,sunny,32.1840,0.597712,8,"[""blend"", ""forecast""]","[0.0, 0.0, 1.0, 0.0, 0.98937241, 0.14540367, 0.18061918, 1.0, 0.32183983, 0.59771152, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
2026-03-26T10:30:04.778444+00:00,2026-03-25,fl,trade,live,82.0000,blend,blend,81.5969,82.2021,,0.4031,0.2021,,0.959690,0.979790,,0.979790,clear,Clear,sunny,12.7273,0.152686,7,"[""blend"", ""forecast""]","[0.0, 0.0, 0.0, 1.0, 0.99172267, 0.12839836, 0.20734514, 0.875, 0.12727253, 0.15268557, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
2026-03-26T10:30:04.778444+00:00,2026-03-25,il,trade,live,72.0000,blend,forecast,71.8889,72.7160,,0.1111,0.7160,,0.988890,0.928400,,0.988890,partly_cloudy,Partially cloudy,cloudy,78.7098,0.599758,8,"[""blend"", ""forecast""]","[0.0, 1.0, 0.0, 0.0, 0.99172267, 0.12839836, 0.29055467, 1.0, 0.78709829, 0.59975822, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
2026-03-26T10:30:04.778444+00:00,2026-03-25,ny,trade,live,54.0000,blend,blend,53.7219,54.9702,,0.2781,0.9702,,0.972190,0.902980,,0.902980,partly_cloudy,Partly cloudy in the morning and evening.,sunny,32.7949,0.611486,8,"[""blend"", ""forecast""]","[1.0, 0.0, 0.0, 0.0, 0.99172267, 0.12839836, 0.0915, 1.0, 0.32794887, 0.61148578, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
2026-03-26T10:30:04.778444+00:00,2026-03-25,tx,trade,live,90.0000,blend,blend,88.2734,89.4464,,1.7266,0.5536,,0.827340,0.944640,,0.944640,partly_cloudy,Partially cloudy,mixed,47.6855,0.824988,7,"[""blend"", ""forecast""]","[0.0, 0.0, 1.0, 0.0, 0.99172267, 0.12839836, 0.16117186, 0.875, 0.47685516, 0.82498758, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
2026-03-27T10:30:04.633631+00:00,2026-03-26,fl,trade,live,83.0000,blend,blend,81.9740,83.6029,,1.0260,0.6029,,0.897400,0.939710,,0.939710,partly_cloudy,Partially cloudy,sunny,25.4122,0.584116,8,"[""blend"", ""forecast""]","[0.0, 0.0, 0.0, 1.0, 0.99378067, 0.1113552, 0.19129764, 1.0, 0.25412189, 0.58411609, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
2026-03-27T10:30:04.633631+00:00,2026-03-26,il,trade,live,73.0000,forecast,forecast,72.1219,73.2012,,0.8781,0.2012,,0.912190,0.979880,,0.912190,rain,"Rain, Partially cloudy",cloudy,84.0169,0.129261,8,"[""blend"", ""forecast""]","[0.0, 1.0, 0.0, 0.0, 0.99378067, 0.1113552, 0.33390287, 1.0, 0.84016918, 0.12926128, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
2026-03-27T10:30:04.633631+00:00,2026-03-26,ny,trade,live,76.0000,forecast,forecast,73.9166,73.7810,,2.0834,2.2190,,0.791660,0.778100,,0.791660,rain,Light rain overnight.,mixed,49.1158,0.790758,8,"[""blend"", ""forecast""]","[1.0, 0.0, 0.0, 0.0, 0.99378067, 0.1113552, 0.39917039, 1.0, 0.49115772, 0.79075829, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
2026-03-27T10:30:04.633631+00:00,2026-03-26,tx,trade,live,89.0000,blend,blend,88.4357,89.6612,,0.5643,0.6612,,0.943570,0.933880,,0.933880,partly_cloudy,Partially cloudy,mixed,55.0271,0.726149,8,"[""blend"", ""forecast""]","[0.0, 0.0, 1.0, 0.0, 0.99378067, 0.1113552, 0.17328409, 1.0, 0.55027132, 0.72614911, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
2026-03-28T10:30:03.496269+00:00,2026-03-27,fl,trade,live,84.0000,blend,blend,81.6368,83.1146,,2.3632,0.8854,,0.763680,0.911460,,0.911460,partly_cloudy,Partially cloudy,sunny,30.3369,0.489826,8,"[""blend"", ""forecast""]","[0.0, 0.0, 0.0, 1.0, 0.99554579, 0.09427922, 0.15734151, 1.0, 0.3033693, 0.48982594, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
2026-03-28T10:30:03.496269+00:00,2026-03-27,il,trade,live,44.0000,forecast,forecast,40.6598,41.4716,,3.3402,2.5284,,0.665980,0.747160,,0.665980,partly_cloudy,Partially cloudy,cloudy,67.8897,0.479331,8,"[""blend"", ""forecast""]","[0.0, 1.0, 0.0, 0.0, 0.99554579, 0.09427922, 0.29801037, 1.0, 0.67889728, 0.47933148, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
2026-03-28T10:30:03.496269+00:00,2026-03-27,ny,trade,live,65.0000,forecast,forecast,65.4347,65.5261,,0.4347,0.5261,,0.956530,0.947390,,0.956530,rain,drizzle,cloudy,65.7922,0.676593,8,"[""blend"", ""forecast""]","[1.0, 0.0, 0.0, 0.0, 0.99554579, 0.09427922, 0.72673552, 1.0, 0.65792243, 0.6765926, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
2026-03-28T10:30:03.496269+00:00,2026-03-27,tx,trade,live,88.0000,blend,blend,87.2448,88.3946,,0.7552,0.3946,,0.924480,0.960540,,0.960540,partly_cloudy,Partially cloudy,mixed,54.6905,0.678837,8,"[""blend"", ""forecast""]","[0.0, 0.0, 1.0, 0.0, 0.99554579, 0.09427922, 0.0, 1.0, 0.54690539, 0.67883717, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
2026-03-29T10:30:06.146318+00:00,2026-03-28,fl,trade,live,85.0000,blend,forecast,82.3345,83.8346,,2.6655,1.1654,,0.733450,0.883460,,0.733450,partly_cloudy,Partially cloudy,sunny,28.7619,0.480123,8,"[""blend"", ""forecast""]","[0.0, 0.0, 0.0, 1.0, 0.99701753, 0.07717546, 0.29327328, 1.0, 0.28761937, 0.48012263, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
2026-03-29T10:30:06.146318+00:00,2026-03-28,il,trade,live,48.0000,blend,blend,48.2775,49.0281,,0.2775,1.0281,,0.972250,0.897190,,0.897190,partly_cloudy,Partially cloudy,sunny,29.6644,0.450554,8,"[""blend"", ""forecast""]","[0.0, 1.0, 0.0, 0.0, 0.99701753, 0.07717546, 0.2211226, 1.0, 0.29664354, 0.45055437, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
2026-03-29T10:30:06.146318+00:00,2026-03-28,ny,trade,live,44.0000,forecast,forecast,44.7319,44.9811,,0.7319,0.9811,,0.926810,0.901890,,0.926810,clear,Mostly clear throughout the day.,mixed,38.4037,0.961762,8,"[""blend"", ""forecast""]","[1.0, 0.0, 0.0, 0.0, 0.99701753, 0.07717546, 0.09331428, 1.0, 0.38403687, 0.96176238, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
2026-03-29T10:30:06.146318+00:00,2026-03-28,tx,trade,live,74.0000,blend,blend,69.1805,70.3283,,4.8195,3.6717,,0.518050,0.632830,,0.632830,partly_cloudy,Partially cloudy,cloudy,65.6509,0.866186,7,"[""blend"", ""forecast""]","[0.0, 0.0, 1.0, 0.0, 0.99701753, 0.07717546, 0.095, 0.875, 0.65650942, 0.86618589, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
2026-03-30T10:30:04.983271+00:00,2026-03-29,fl,trade,live,80.0000,blend,blend,77.3789,78.5106,,2.6211,1.4894,,0.737890,0.851060,,0.851060,rain,"Rain, Partially cloudy",mixed,63.7256,0.075772,8,"[""blend"", ""forecast""]","[0.0, 0.0, 0.0, 1.0, 0.99819543, 0.06004896, 0.0, 1.0, 0.63725588, 0.07577159, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
2026-03-30T10:30:04.983271+00:00,2026-03-29,il,trade,live,63.0000,blend,blend,63.5746,64.2856,,0.5746,1.2856,,0.942540,0.871440,,0.871440,partly_cloudy,Partially cloudy,cloudy,65.0597,0.350142,7,"[""blend"", ""forecast""]","[0.0, 1.0, 0.0, 0.0, 0.99819543, 0.06004896, 0.0, 0.875, 0.65059698, 0.35014205, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
2026-03-30T10:30:04.983271+00:00,2026-03-29,ny,trade,live,54.0000,forecast,forecast,55.2950,55.6145,,1.2950,1.6145,,0.870500,0.838550,,0.870500,clear,Mostly clear until night.,sunny,14.7461,0.907830,7,"[""blend"", ""forecast""]","[1.0, 0.0, 0.0, 0.0, 0.99819543, 0.06004896, 0.29525127, 0.875, 0.14746055, 0.90782991, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
2026-03-30T10:30:04.983271+00:00,2026-03-29,tx,trade,live,85.0000,blend,blend,84.9277,85.2360,,0.0723,0.2360,,0.992770,0.976400,,0.976400,clear,Sunny,sunny,10.3843,0.503474,7,"[""blend"", ""forecast""]","[0.0, 0.0, 1.0, 0.0, 0.99819543, 0.06004896, 0.19838371, 0.875, 0.10384281, 0.50347365, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
2026-03-31T10:30:05.580913+00:00,2026-03-30,fl,trade,live,79.0000,blend,blend,79.1490,80.3342,,0.1490,1.3342,,0.985100,0.866580,,0.866580,rain,"Rain, Partially cloudy",cloudy,76.1777,0.113598,8,"[""blend"", ""forecast""]","[0.0, 0.0, 0.0, 1.0, 0.99907917, 0.04290476, 0.18255235, 1.0, 0.76177689, 0.11359842, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
2026-03-31T10:30:05.580913+00:00,2026-03-30,il,trade,live,81.0000,forecast,forecast,78.5455,79.1873,,2.4545,1.8127,,0.754550,0.818730,,0.754550,partly_cloudy,Partially cloudy,mixed,48.0583,0.711650,7,"[""blend"", ""forecast""]","[0.0, 1.0, 0.0, 0.0, 0.99907917, 0.04290476, 0.35272549, 0.875, 0.48058259, 0.71164983, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
2026-03-31T10:30:05.580913+00:00,2026-03-30,ny,trade,live,73.0000,forecast,forecast,70.7640,71.8524,,2.2360,1.1476,,0.776400,0.885240,,0.776400,cloudy_overcast,overcast,mixed,49.3540,0.822316,8,"[""blend"", ""forecast""]","[1.0, 0.0, 0.0, 0.0, 0.99907917, 0.04290476, 0.28232408, 1.0, 0.49353984, 0.82231604, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
2026-03-31T10:30:05.580913+00:00,2026-03-30,tx,trade,live,89.0000,blend,blend,88.4092,88.7820,,0.5908,0.2180,,0.940920,0.978200,,0.978200,clear,Sunny,sunny,25.9119,0.882707,8,"[""blend"", ""forecast""]","[0.0, 0.0, 1.0, 0.0, 0.99907917, 0.04290476, 0.20695952, 1.0, 0.25911911, 0.88270707, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
2026-04-01T10:30:05.190889+00:00,2026-03-31,fl,trade,live,82.0000,blend,blend,80.2107,81.3450,,1.7893,0.6550,,0.821070,0.934500,,0.934500,rain,"Rain, Partially cloudy",mixed,52.2269,0.772962,8,"[""blend"", ""forecast""]","[0.0, 0.0, 0.0, 1.0, 0.99966847, 0.02574791, 0.17446548, 1.0, 0.52226906, 0.77296212, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
2026-04-01T10:30:05.190889+00:00,2026-03-31,il,trade,live,69.0000,forecast,forecast,72.3439,73.5575,,3.3439,4.5575,,0.665610,0.544250,,0.665610,rain,"Rain, Overcast",cloudy,86.5882,0.449338,8,"[""blend"", ""forecast""]","[0.0, 1.0, 0.0, 0.0, 0.99966847, 0.02574791, 0.35780677, 1.0, 0.86588172, 0.44933761, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
2026-04-01T10:30:05.190889+00:00,2026-03-31,ny,trade,live,81.0000,blend,forecast,81.0401,81.0589,,0.0401,0.0589,,0.995990,0.994110,,0.995990,rain,drizzle,mixed,63.8166,0.471185,8,"[""blend"", ""forecast""]","[1.0, 0.0, 0.0, 0.0, 0.99966847, 0.02574791, 0.28299494, 1.0, 0.63816642, 0.47118532, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
2026-04-01T10:30:05.190889+00:00,2026-03-31,tx,trade,live,90.0000,blend,blend,88.9232,90.0394,,1.0768,0.0394,,0.892320,0.996060,,0.996060,partly_cloudy,Partly Cloudy,mixed,44.0163,0.550617,8,"[""blend"", ""forecast""]","[0.0, 0.0, 1.0, 0.0, 0.99966847, 0.02574791, 0.20016006, 1.0, 0.44016266, 0.55061661, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
2026-04-03T10:30:06.188745+00:00,2026-04-02,fl,trade,live,83.0000,blend,forecast,79.9439,81.0180,,3.0561,1.9820,,0.694390,0.801800,,0.694390,rain,"Rain, Partially cloudy",mixed,55.1614,0.726381,8,"[""blend"", ""forecast""]","[0.0, 0.0, 0.0, 1.0, 0.99996316, -0.00858348, 0.32780414, 1.0, 0.55161406, 0.72638067, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
2026-04-03T10:30:06.188745+00:00,2026-04-02,il,trade,live,71.0000,forecast,forecast,67.9559,69.0017,,3.0441,1.9983,,0.695590,0.800170,,0.695590,rain,"Rain, Overcast",cloudy,84.0219,0.381646,8,"[""blend"", ""forecast""]","[0.0, 1.0, 0.0, 0.0, 0.99996316, -0.00858348, 0.17220522, 1.0, 0.84021933, 0.38164644, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
