date,tavg_ms,tmin_ms,tmax_ms,prcp_ms,snow_ms,wdir_ms,wspd_ms,wpgt_ms,pres_ms,tsun_ms
2026-01-11,5.3,1.0,8.0,0.0,,,14.6,,1010.6,
2026-01-12,2.2,0.0,4.4,0.0,,,8.4,,,
2026-01-13,2.8,-1.0,6.8,0.0,,,11.1,,1015.0,
2026-01-14,5.7,2.9,8.0,0.3,,,8.0,,1003.8,
