timestamp,city,stid,temp,trend_10m,trend_30m,trend_1h,acceleration
2026-01-30T18:25:00+00:00,il,KMDW,17.6,17.6,3.6421,2.1322,1.1331,1.5099
2026-01-30T18:20:00+00:00,tx,KAUS,48.2,48.2,0.0,1.7856,1.824,-1.7856
2026-01-30T18:25:00+00:00,fl,KMIA,66.2,66.2,-0.0,0.0044,0.2826,-0.0044
2026-01-30T17:51:00+00:00,ny,KNYC,15.08,15.08,0.0,1.08,1.53,-1.08
2026-01-30T18:25:00+00:00,il,KMDW,17.6,17.6,3.6421,2.1322,1.1331,1.5099
2026-01-30T18:20:00+00:00,tx,KAUS,48.2,48.2,0.0,1.7856,1.824,-1.7856
2026-01-30T18:25:00+00:00,fl,KMIA,66.2,66.2,-0.0,0.0044,0.2826,-0.0044
2026-01-30T17:51:00+00:00,ny,KNYC,15.08,15.08,0.0,1.08,1.53,-1.08
2026-01-30T18:30:00+00:00,il,KMDW,17.6,17.96,0.8667,2.4424,1.1715,-1.5757
2026-01-30T18:30:00+00:00,tx,KAUS,50.0,50.0,4.32,1.4254,1.6863,2.8946
2026-01-30T18:30:00+00:00,fl,KMIA,66.2,66.2,0.0,0.0153,0.343,-0.0153
2026-01-30T17:51:00+00:00,ny,KNYC,15.08,15.08,0.0,1.08,1.53,-1.08
2026-01-30T18:30:00+00:00,il,KMDW,17.6,17.96,0.8667,2.4424,1.1715,-1.5757
2026-01-30T18:30:00+00:00,tx,KAUS,50.0,50.0,4.32,1.4254,1.6863,2.8946
2026-01-30T18:30:00+00:00,fl,KMIA,66.2,66.2,0.0,0.0153,0.343,-0.0153
2026-01-30T17:51:00+00:00,ny,KNYC,15.08,15.08,0.0,1.08,1.53,-1.08
2026-01-30T18:30:00+00:00,il,KMDW,17.6,17.96,0.8667,2.4424,1.1715,-1.5757
2026-01-30T18:30:00+00:00,tx,KAUS,50.0,50.0,4.32,1.4254,1.6863,2.8946
2026-01-30T18:30:00+00:00,fl,KMIA,66.2,66.2,0.0,0.0153,0.343,-0.0153
2026-01-30T17:51:00+00:00,ny,KNYC,15.08,15.08,0.0,1.08,1.53,-1.08
2026-01-30T18:35:00+00:00,il,KMDW,17.6,17.96,-0.1421,2.4899,1.1162,-2.632
2026-01-30T18:35:00+00:00,tx,KAUS,50.0,50.0,6.48,1.3334,1.6525,5.1466
2026-01-30T18:35:00+00:00,fl,KMIA,66.2,66.2,0.0,0.0257,0.402,-0.0257
2026-01-30T17:51:00+00:00,ny,KNYC,15.08,15.08,0.0,1.08,1.53,-1.08
2026-01-30T18:35:00+00:00,il,KMDW,17.6,17.96,-0.1421,2.4899,1.1162,-2.632
2026-01-30T18:35:00+00:00,tx,KAUS,50.0,50.0,6.48,1.3334,1.6525,5.1466
2026-01-30T18:35:00+00:00,fl,KMIA,66.2,66.2,0.0,0.0257,0.402,-0.0257
2026-01-30T17:51:00+00:00,ny,KNYC,15.08,15.08,0.0,1.08,1.53,-1.08
2026-01-30T18:35:00+00:00,il,KMDW,17.6,17.96,-0.1421,2.4899,1.1162,-2.632
2026-01-30T18:35:00+00:00,tx,KAUS,50.0,50.0,6.48,1.3334,1.6525,5.1466
2026-01-30T18:35:00+00:00,fl,KMIA,66.2,66.2,0.0,0.0257,0.402,-0.0257
2026-01-30T17:51:00+00:00,ny,KNYC,15.08,15.08,0.0,1.08,1.53,-1.08
2026-01-30T18:40:00+00:00,il,KMDW,17.6,17.96,-0.4332,2.5972,1.2037,-3.0305
2026-01-30T18:40:00+00:00,tx,KAUS,50.0,50.0,6.48,1.7981,1.5751,4.6819
2026-01-30T18:40:00+00:00,fl,KMIA,66.2,66.2,-0.0,0.0354,0.4592,-0.0354
2026-01-30T17:51:00+00:00,ny,KNYC,15.08,15.08,0.0,1.08,1.53,-1.08
2026-01-30T18:40:00+00:00,il,KMDW,17.6,17.96,-0.4332,2.5972,1.2037,-3.0305
2026-01-30T18:40:00+00:00,tx,KAUS,50.0,50.0,6.48,1.7981,1.5751,4.6819
2026-01-30T18:40:00+00:00,fl,KMIA,66.2,66.2,-0.0,0.0354,0.4592,-0.0354
2026-01-30T17:51:00+00:00,ny,KNYC,15.08,15.08,0.0,1.08,1.53,-1.08
2026-01-30T18:40:00+00:00,il,KMDW,17.6,17.96,-0.4332,2.5972,1.2037,-3.0305
2026-01-30T18:40:00+00:00,tx,KAUS,50.0,50.0,6.48,1.7981,1.5751,4.6819
2026-01-30T18:40:00+00:00,fl,KMIA,66.2,66.2,-0.0,0.0354,0.4592,-0.0354
2026-01-30T17:51:00+00:00,ny,KNYC,15.08,15.08,0.0,1.08,1.53,-1.08
2026-01-30T18:45:00+00:00,il,KMDW,17.6,17.96,0.0,2.4241,1.278,-2.4241
2026-01-30T18:45:00+00:00,tx,KAUS,50.0,50.0,4.32,2.1241,1.6502,2.1959
2026-01-30T18:45:00+00:00,fl,KMIA,66.2,66.2,-0.0,0.0441,0.5141,-0.0441
2026-01-30T17:51:00+00:00,ny,KNYC,15.08,15.08,0.0,1.08,1.53,-1.08
2026-01-30T18:45:00+00:00,il,KMDW,17.6,17.96,0.0,2.4241,1.278,-2.4241
2026-01-30T18:45:00+00:00,tx,KAUS,50.0,50.0,4.32,2.1241,1.6502,2.1959
2026-01-30T18:45:00+00:00,fl,KMIA,66.2,66.2,-0.0,0.0441,0.5141,-0.0441
2026-01-30T17:51:00+00:00,ny,KNYC,15.08,15.08,0.0,1.08,1.53,-1.08
2026-01-30T18:45:00+00:00,il,KMDW,17.6,17.96,0.0,2.4241,1.278,-2.4241
2026-01-30T18:45:00+00:00,tx,KAUS,50.0,50.0,4.32,2.1241,1.6502,2.1959
2026-01-30T18:45:00+00:00,fl,KMIA,66.2,66.2,-0.0,0.0441,0.5141,-0.0441
2026-01-30T17:51:00+00:00,ny,KNYC,15.08,15.08,0.0,1.08,1.53,-1.08
2026-01-30T18:50:00+00:00,il,KMDW,19.4,19.4,4.32,2.7922,1.5004,1.5278
2026-01-30T19:00:00+00:00,tx,KAUS,50.0,51.8,1.13,3.3494,2.0268,-2.2194
2026-01-30T18:50:00+00:00,fl,KMIA,66.2,66.2,-0.0,0.0518,0.5665,-0.0518
2026-01-30T17:51:00+00:00,ny,KNYC,15.08,15.08,0.0,1.08,1.53,-1.08
2026-01-30T18:50:00+00:00,il,KMDW,19.4,19.4,4.32,2.7922,1.5004,1.5278
2026-01-30T19:00:00+00:00,tx,KAUS,50.0,51.8,1.13,3.3494,2.0268,-2.2194
2026-01-30T18:50:00+00:00,fl,KMIA,66.2,66.2,-0.0,0.0518,0.5665,-0.0518
2026-01-30T17:51:00+00:00,ny,KNYC,15.08,15.08,0.0,1.08,1.53,-1.08
2026-01-30T18:50:00+00:00,il,KMDW,19.4,19.4,4.32,2.7922,1.5004,1.5278
2026-01-30T19:00:00+00:00,tx,KAUS,50.0,51.8,1.13,3.3494,2.0268,-2.2194
2026-01-30T18:50:00+00:00,fl,KMIA,66.2,66.2,-0.0,0.0518,0.5665,-0.0518
2026-01-30T18:51:00+00:00,ny,KNYC,17.06,17.06,0.0,1.98,1.53,-1.98
2026-01-30T19:00:00+00:00,il,KMDW,19.4,19.4,6.501,2.9337,1.9352,3.5673
2026-01-30T19:05:00+00:00,tx,KAUS,51.8,51.8,2.1316,3.9541,2.2642,-1.8225
2026-01-30T19:00:00+00:00,fl,KMIA,66.2,66.92,0.4194,0.183,0.5862,0.2364
2026-01-30T18:51:00+00:00,ny,KNYC,17.06,17.06,0.0,1.98,1.53,-1.98
2026-01-30T19:00:00+00:00,il,KMDW,19.4,19.4,6.501,2.9337,1.9352,3.5673
2026-01-30T19:05:00+00:00,tx,KAUS,51.8,51.8,2.1316,3.9541,2.2642,-1.8225
2026-01-30T19:00:00+00:00,fl,KMIA,66.2,66.92,0.4194,0.183,0.5862,0.2364
2026-01-30T18:51:00+00:00,ny,KNYC,17.06,17.06,0.0,1.98,1.53,-1.98
2026-01-30T19:00:00+00:00,il,KMDW,19.4,19.4,6.501,2.9337,1.9352,3.5673
2026-01-30T19:05:00+00:00,tx,KAUS,51.8,51.8,2.1316,3.9541,2.2642,-1.8225
2026-01-30T19:00:00+00:00,fl,KMIA,66.2,66.92,0.4194,0.183,0.5862,0.2364
2026-01-30T18:51:00+00:00,ny,KNYC,17.06,17.06,0.0,1.98,1.53,-1.98
2026-01-30T19:05:00+00:00,il,KMDW,19.4,19.4,4.2632,2.72,2.0659,1.5431
2026-01-30T19:10:00+00:00,tx,KAUS,51.8,51.8,0.4332,4.0668,2.5286,-3.6336
2026-01-30T19:05:00+00:00,fl,KMIA,66.2,66.92,-0.2842,0.1489,0.426,-0.4331
2026-01-30T18:51:00+00:00,ny,KNYC,17.06,17.06,0.0,1.98,1.53,-1.98
2026-01-30T19:05:00+00:00,il,KMDW,19.4,19.4,4.2632,2.72,2.0659,1.5431
2026-01-30T19:10:00+00:00,tx,KAUS,51.8,51.8,0.4332,4.0668,2.5286,-3.6336
2026-01-30T19:05:00+00:00,fl,KMIA,66.2,66.92,-0.2842,0.1489,0.426,-0.4331
2026-01-30T18:51:00+00:00,ny,KNYC,17.06,17.06,0.0,1.98,1.53,-1.98
2026-01-30T19:05:00+00:00,il,KMDW,19.4,19.4,4.2632,2.72,2.0659,1.5431
2026-01-30T19:10:00+00:00,tx,KAUS,51.8,51.8,0.4332,4.0668,2.5286,-3.6336
2026-01-30T19:05:00+00:00,fl,KMIA,66.2,66.92,-0.2842,0.1489,0.426,-0.4331
2026-01-30T18:51:00+00:00,ny,KNYC,17.06,17.06,0.0,1.98,1.53,-1.98
2026-01-30T19:15:00+00:00,il,KMDW,19.4,19.4,0.0,2.4114,2.2676,-2.4114
2026-01-30T19:15:00+00:00,tx,KAUS,51.8,51.8,2.16,3.9436,2.7632,-1.7836
2026-01-30T19:20:00+00:00,fl,KMIA,66.2,66.92,0.0,0.0264,0.0498,-0.0264
2026-01-30T18:51:00+00:00,ny,KNYC,17.06,17.06,0.0,1.98,1.53,-1.98
2026-01-30T19:15:00+00:00,il,KMDW,19.4,19.4,0.0,2.4114,2.2676,-2.4114
2026-01-30T19:15:00+00:00,tx,KAUS,51.8,51.8,2.16,3.9436,2.7632,-1.7836
2026-01-30T19:20:00+00:00,fl,KMIA,66.2,66.92,0.0,0.0264,0.0498,-0.0264
2026-01-30T18:51:00+00:00,ny,KNYC,17.06,17.06,0.0,1.98,1.53,-1.98
2026-01-30T19:15:00+00:00,il,KMDW,19.4,19.4,0.0,2.4114,2.2676,-2.4114
2026-01-30T19:15:00+00:00,tx,KAUS,51.8,51.8,2.16,3.9436,2.7632,-1.7836
2026-01-30T19:20:00+00:00,fl,KMIA,66.2,66.92,0.0,0.0264,0.0498,-0.0264
2026-01-30T18:51:00+00:00,ny,KNYC,17.06,17.06,0.0,1.98,1.53,-1.98
2026-01-30T19:20:00+00:00,il,KMDW,19.4,19.4,0.0,2.3618,2.3148,-2.3618
2026-01-30T19:20:00+00:00,tx,KAUS,51.8,51.8,4.32,3.5732,2.7602,0.7468
2026-01-30T19:25:00+00:00,fl,KMIA,64.4,66.92,-4.32,-0.7325,-0.1439,-3.5875
2026-01-30T18:51:00+00:00,ny,KNYC,17.06,17.06,0.0,1.98,1.53,-1.98
2026-01-30T19:20:00+00:00,il,KMDW,19.4,19.4,0.0,2.3618,2.3148,-2.3618
2026-01-30T19:20:00+00:00,tx,KAUS,51.8,51.8,4.32,3.5732,2.7602,0.7468
2026-01-30T19:25:00+00:00,fl,KMIA,64.4,66.92,-4.32,-0.7325,-0.1439,-3.5875
2026-01-30T18:51:00+00:00,ny,KNYC,17.06,17.06,0.0,1.98,1.53,-1.98
2026-01-30T19:20:00+00:00,il,KMDW,19.4,19.4,0.0,2.3618,2.3148,-2.3618
2026-01-30T19:20:00+00:00,tx,KAUS,51.8,51.8,4.32,3.5732,2.7602,0.7468
2026-01-30T19:25:00+00:00,fl,KMIA,64.4,66.92,-4.32,-0.7325,-0.1439,-3.5875
2026-01-30T18:51:00+00:00,ny,KNYC,17.06,17.06,0.0,1.98,1.53,-1.98
2026-01-30T19:20:00+00:00,il,KMDW,19.4,19.4,0.0,2.3618,2.3148,-2.3618
2026-01-30T19:25:00+00:00,tx,KAUS,51.8,51.8,0.0,2.9585,2.7096,-2.9585
2026-01-30T19:25:00+00:00,fl,KMIA,64.4,66.92,-4.32,-0.7325,-0.1439,-3.5875
2026-01-30T18:51:00+00:00,ny,KNYC,17.06,17.06,0.0,1.98,1.53,-1.98
2026-01-30T19:20:00+00:00,il,KMDW,19.4,19.4,0.0,2.3618,2.3148,-2.3618
2026-01-30T19:25:00+00:00,tx,KAUS,51.8,51.8,0.0,2.9585,2.7096,-2.9585
2026-01-30T19:25:00+00:00,fl,KMIA,64.4,66.92,-4.32,-0.7325,-0.1439,-3.5875
2026-01-30T18:51:00+00:00,ny,KNYC,17.06,17.06,0.0,1.98,1.53,-1.98
2026-01-30T19:20:00+00:00,il,KMDW,19.4,19.4,0.0,2.3618,2.3148,-2.3618
2026-01-30T19:25:00+00:00,tx,KAUS,51.8,51.8,0.0,2.9585,2.7096,-2.9585
2026-01-30T19:25:00+00:00,fl,KMIA,64.4,66.92,-4.32,-0.7325,-0.1439,-3.5875
2026-01-30T18:51:00+00:00,ny,KNYC,17.06,17.06,0.0,1.98,1.53,-1.98
2026-01-30T19:30:00+00:00,il,KMDW,21.2,21.2,6.48,3.4147,2.6689,3.0653
2026-01-30T19:30:00+00:00,tx,KAUS,51.8,51.8,0.0,2.1175,2.6117,-2.1175
2026-01-30T19:30:00+00:00,fl,KMIA,66.2,66.92,-2.16,-0.6604,-0.1333,-1.4996
2026-01-30T18:51:00+00:00,ny,KNYC,17.06,17.06,0.0,1.98,1.53,-1.98
2026-01-30T19:30:00+00:00,il,KMDW,21.2,21.2,6.48,3.4147,2.6689,3.0653
2026-01-30T19:30:00+00:00,tx,KAUS,51.8,51.8,0.0,2.1175,2.6117,-2.1175
2026-01-30T19:30:00+00:00,fl,KMIA,66.2,66.92,-2.16,-0.6604,-0.1333,-1.4996
2026-01-30T18:51:00+00:00,ny,KNYC,17.06,17.06,0.0,1.98,1.53,-1.98
2026-01-30T19:30:00+00:00,il,KMDW,21.2,21.2,6.48,3.4147,2.6689,3.0653
2026-01-30T19:30:00+00:00,tx,KAUS,51.8,51.8,0.0,2.1175,2.6117,-2.1175
2026-01-30T19:30:00+00:00,fl,KMIA,66.2,66.92,-2.16,-0.6604,-0.1333,-1.4996
2026-01-30T18:51:00+00:00,ny,KNYC,17.06,17.06,0.0,1.98,1.53,-1.98
2026-01-30T19:35:00+00:00,il,KMDW,21.2,21.2,6.48,3.5102,2.7715,2.9698
2026-01-30T19:35:00+00:00,tx,KAUS,51.8,51.8,-0.0,1.8684,2.4676,-1.8684
2026-01-30T19:35:00+00:00,fl,KMIA,66.2,66.92,0.0,-0.5837,-0.1225,0.5837
2026-01-30T18:51:00+00:00,ny,KNYC,17.06,17.06,0.0,1.98,1.53,-1.98
2026-01-30T19:35:00+00:00,il,KMDW,21.2,21.2,6.48,3.5102,2.7715,2.9698
2026-01-30T19:35:00+00:00,tx,KAUS,51.8,51.8,-0.0,1.8684,2.4676,-1.8684
2026-01-30T19:35:00+00:00,fl,KMIA,66.2,66.92,0.0,-0.5837,-0.1225,0.5837
2026-01-30T18:51:00+00:00,ny,KNYC,17.06,17.06,0.0,1.98,1.53,-1.98
2026-01-30T19:35:00+00:00,il,KMDW,21.2,21.2,6.48,3.5102,2.7715,2.9698
2026-01-30T19:35:00+00:00,tx,KAUS,51.8,51.8,-0.0,1.8684,2.4676,-1.8684
2026-01-30T19:35:00+00:00,fl,KMIA,66.2,66.92,0.0,-0.5837,-0.1225,0.5837
2026-01-30T18:51:00+00:00,ny,KNYC,17.06,17.06,0.0,1.98,1.53,-1.98
2026-01-30T19:35:00+00:00,il,KMDW,21.2,21.2,6.48,3.5102,2.7715,2.9698
2026-01-30T19:35:00+00:00,tx,KAUS,51.8,51.8,-0.0,1.8684,2.4676,-1.8684
2026-01-30T19:35:00+00:00,fl,KMIA,66.2,66.92,0.0,-0.5837,-0.1225,0.5837
2026-01-30T18:51:00+00:00,ny,KNYC,17.06,17.06,0.0,1.98,1.53,-1.98
2026-01-30T19:35:00+00:00,il,KMDW,21.2,21.2,6.48,3.5102,2.7715,2.9698
2026-01-30T19:35:00+00:00,tx,KAUS,51.8,51.8,-0.0,1.8684,2.4676,-1.8684
2026-01-30T19:35:00+00:00,fl,KMIA,66.2,66.92,0.0,-0.5837,-0.1225,0.5837
2026-01-30T18:51:00+00:00,ny,KNYC,17.06,17.06,0.0,1.98,1.53,-1.98
2026-01-30T19:45:00+00:00,il,KMDW,21.2,21.2,0.0,3.0324,2.9053,-3.0324
2026-01-30T19:45:00+00:00,tx,KAUS,51.8,51.8,0.0,1.0807,2.4531,-1.0807
2026-01-30T19:45:00+00:00,fl,KMIA,66.2,66.92,4.32,-0.4265,-0.1005,4.7465
2026-01-30T18:51:00+00:00,ny,KNYC,17.06,17.06,0.0,1.98,1.53,-1.98
2026-01-30T19:45:00+00:00,il,KMDW,21.2,21.2,0.0,3.0324,2.9053,-3.0324
2026-01-30T19:45:00+00:00,tx,KAUS,51.8,51.8,0.0,1.0807,2.4531,-1.0807
2026-01-30T19:45:00+00:00,fl,KMIA,66.2,66.92,4.32,-0.4265,-0.1005,4.7465
2026-01-30T18:51:00+00:00,ny,KNYC,17.06,17.06,0.0,1.98,1.53,-1.98
2026-01-30T19:45:00+00:00,il,KMDW,21.2,21.2,0.0,3.0324,2.9053,-3.0324
2026-01-30T19:45:00+00:00,tx,KAUS,51.8,51.8,0.0,1.0807,2.4531,-1.0807
2026-01-30T19:45:00+00:00,fl,KMIA,66.2,66.92,4.32,-0.4265,-0.1005,4.7465
2026-01-30T18:51:00+00:00,ny,KNYC,17.06,17.06,0.0,1.98,1.53,-1.98
2026-01-30T19:50:00+00:00,il,KMDW,19.4,21.2,-4.32,1.8525,2.6955,-6.1725
2026-01-30T20:00:00+00:00,tx,KAUS,51.8,51.8,0.0,0.7785,2.2786,-0.7785
2026-01-30T19:50:00+00:00,fl,KMIA,66.2,66.92,0.0,-0.3504,-0.0894,0.3504
2026-01-30T18:51:00+00:00,ny,KNYC,17.06,17.06,0.0,1.98,1.53,-1.98
2026-01-30T19:50:00+00:00,il,KMDW,19.4,21.2,-4.32,1.8525,2.6955,-6.1725
2026-01-30T20:00:00+00:00,tx,KAUS,51.8,51.8,0.0,0.7785,2.2786,-0.7785
2026-01-30T19:50:00+00:00,fl,KMIA,66.2,66.92,0.0,-0.3504,-0.0894,0.3504
2026-01-30T18:51:00+00:00,ny,KNYC,17.06,17.06,0.0,1.98,1.53,-1.98
2026-01-30T19:50:00+00:00,il,KMDW,19.4,21.2,-4.32,1.8525,2.6955,-6.1725
2026-01-30T20:00:00+00:00,tx,KAUS,51.8,51.8,0.0,0.7785,2.2786,-0.7785
2026-01-30T19:50:00+00:00,fl,KMIA,66.2,66.92,0.0,-0.3504,-0.0894,0.3504
2026-01-30T19:51:00+00:00,ny,KNYC,17.06,17.06,0.0,-0.0,0.99,0.0
2026-01-30T20:00:00+00:00,il,KMDW,19.4,21.2,-6.48,0.5934,2.1845,-7.0734
2026-01-30T20:05:00+00:00,tx,KAUS,51.8,51.98,-0.0711,0.0372,1.996,-0.1083
2026-01-30T20:00:00+00:00,fl,KMIA,66.2,66.92,0.0,0.1187,-0.0928,-0.1187
2026-01-30T19:51:00+00:00,ny,KNYC,17.06,17.06,0.0,-0.0,0.99,0.0
2026-01-30T20:00:00+00:00,il,KMDW,19.4,21.2,-6.48,0.5934,2.1845,-7.0734
2026-01-30T20:05:00+00:00,tx,KAUS,51.8,51.98,-0.0711,0.0372,1.996,-0.1083
2026-01-30T20:00:00+00:00,fl,KMIA,66.2,66.92,0.0,0.1187,-0.0928,-0.1187
2026-01-30T19:51:00+00:00,ny,KNYC,17.06,17.06,0.0,-0.0,0.99,0.0
2026-01-30T20:00:00+00:00,il,KMDW,19.4,21.2,-6.48,0.5934,2.1845,-7.0734
2026-01-30T20:05:00+00:00,tx,KAUS,51.8,51.98,-0.0711,0.0372,1.996,-0.1083
2026-01-30T20:00:00+00:00,fl,KMIA,66.2,66.92,0.0,0.1187,-0.0928,-0.1187
2026-01-30T19:51:00+00:00,ny,KNYC,17.06,17.06,0.0,-0.0,0.99,0.0
2026-01-30T20:05:00+00:00,il,KMDW,19.4,21.2,-4.3342,-0.0315,1.8652,-4.3027
2026-01-30T20:10:00+00:00,tx,KAUS,51.8,51.98,-0.2166,0.0277,1.8219,-0.2443
2026-01-30T20:05:00+00:00,fl,KMIA,66.2,66.92,0.0711,0.2141,-0.0887,-0.143
2026-01-30T19:51:00+00:00,ny,KNYC,17.06,17.06,0.0,-0.0,0.99,0.0
2026-01-30T20:05:00+00:00,il,KMDW,19.4,21.2,-4.3342,-0.0315,1.8652,-4.3027
2026-01-30T20:10:00+00:00,tx,KAUS,51.8,51.98,-0.2166,0.0277,1.8219,-0.2443
2026-01-30T20:05:00+00:00,fl,KMIA,66.2,66.92,0.0711,0.2141,-0.0887,-0.143
2026-01-30T19:51:00+00:00,ny,KNYC,17.06,17.06,0.0,-0.0,0.99,0.0
2026-01-30T20:05:00+00:00,il,KMDW,19.4,21.2,-4.3342,-0.0315,1.8652,-4.3027
2026-01-30T20:10:00+00:00,tx,KAUS,51.8,51.98,-0.2166,0.0277,1.8219,-0.2443
2026-01-30T20:05:00+00:00,fl,KMIA,66.2,66.92,0.0711,0.2141,-0.0887,-0.143
2026-01-30T19:51:00+00:00,ny,KNYC,17.06,17.06,0.0,-0.0,0.99,0.0
2026-01-30T20:05:00+00:00,il,KMDW,19.4,21.2,-4.3342,-0.0315,1.8652,-4.3027
2026-01-30T20:10:00+00:00,tx,KAUS,51.8,51.98,-0.2166,0.0277,1.8219,-0.2443
2026-01-30T20:10:00+00:00,fl,KMIA,66.2,66.92,0.2166,0.3378,-0.0793,-0.1212
2026-01-30T19:51:00+00:00,ny,KNYC,17.06,17.06,0.0,-0.0,0.99,0.0
2026-01-30T20:05:00+00:00,il,KMDW,19.4,21.2,-4.3342,-0.0315,1.8652,-4.3027
2026-01-30T20:10:00+00:00,tx,KAUS,51.8,51.98,-0.2166,0.0277,1.8219,-0.2443
2026-01-30T20:10:00+00:00,fl,KMIA,66.2,66.92,0.2166,0.3378,-0.0793,-0.1212
2026-01-30T19:51:00+00:00,ny,KNYC,17.06,17.06,0.0,-0.0,0.99,0.0
2026-01-30T20:05:00+00:00,il,KMDW,19.4,21.2,-4.3342,-0.0315,1.8652,-4.3027
2026-01-30T20:10:00+00:00,tx,KAUS,51.8,51.98,-0.2166,0.0277,1.8219,-0.2443
2026-01-30T20:10:00+00:00,fl,KMIA,66.2,66.92,0.2166,0.3378,-0.0793,-0.1212
2026-01-30T19:51:00+00:00,ny,KNYC,17.06,17.06,0.0,-0.0,0.99,0.0
2026-01-30T20:25:00+00:00,il,KMDW,19.4,21.2,0.0,-2.368,0.991,2.368
2026-01-30T20:20:00+00:00,tx,KAUS,51.8,51.98,0.0,0.0066,1.3727,-0.0066
2026-01-30T20:25:00+00:00,fl,KMIA,66.2,66.92,0.0,0.7125,-0.0494,-0.7125
2026-01-30T19:51:00+00:00,ny,KNYC,17.06,17.06,0.0,-0.0,0.99,0.0
2026-01-30T20:25:00+00:00,il,KMDW,19.4,21.2,0.0,-2.368,0.991,2.368
2026-01-30T20:20:00+00:00,tx,KAUS,51.8,51.98,0.0,0.0066,1.3727,-0.0066
2026-01-30T20:25:00+00:00,fl,KMIA,66.2,66.92,0.0,0.7125,-0.0494,-0.7125
2026-01-30T19:51:00+00:00,ny,KNYC,17.06,17.06,0.0,-0.0,0.99,0.0
2026-01-30T20:25:00+00:00,il,KMDW,19.4,21.2,0.0,-2.368,0.991,2.368
2026-01-30T20:20:00+00:00,tx,KAUS,51.8,51.98,0.0,0.0066,1.3727,-0.0066
2026-01-30T20:25:00+00:00,fl,KMIA,66.2,66.92,0.0,0.7125,-0.0494,-0.7125
2026-01-30T19:51:00+00:00,ny,KNYC,17.06,17.06,0.0,-0.0,0.99,0.0
2026-01-30T20:25:00+00:00,il,KMDW,19.4,21.2,0.2097,-2.4405,0.9053,2.6502
2026-01-30T20:20:00+00:00,tx,KAUS,51.8,51.98,0.0,0.0066,1.3727,-0.0066
2026-01-30T20:25:00+00:00,fl,KMIA,66.2,66.92,0.0,0.7125,-0.0494,-0.7125
2026-01-30T19:51:00+00:00,ny,KNYC,17.06,17.06,0.0,-0.0,0.99,0.0
2026-01-30T20:25:00+00:00,il,KMDW,19.4,21.2,0.2097,-2.4405,0.9053,2.6502
2026-01-30T20:20:00+00:00,tx,KAUS,51.8,51.98,0.0,0.0066,1.3727,-0.0066
2026-01-30T20:25:00+00:00,fl,KMIA,66.2,66.92,0.0,0.7125,-0.0494,-0.7125
2026-01-30T19:51:00+00:00,ny,KNYC,17.06,17.06,0.0,-0.0,0.99,0.0
2026-01-30T20:25:00+00:00,il,KMDW,19.4,21.2,0.2097,-2.4405,0.9053,2.6502
2026-01-30T20:20:00+00:00,tx,KAUS,51.8,51.98,0.0,0.0066,1.3727,-0.0066
2026-01-30T20:25:00+00:00,fl,KMIA,66.2,66.92,0.0,0.7125,-0.0494,-0.7125
2026-01-30T19:51:00+00:00,ny,KNYC,17.06,17.06,0.0,-0.0,0.99,0.0
2026-01-30T20:30:00+00:00,il,KMDW,19.4,21.2,0.4747,-2.1837,0.7173,2.6584
2026-01-30T20:30:00+00:00,tx,KAUS,53.6,53.6,4.32,0.7015,0.9888,3.6185
2026-01-30T20:30:00+00:00,fl,KMIA,66.2,66.92,-0.0,0.0153,-0.0391,-0.0153
2026-01-30T19:51:00+00:00,ny,KNYC,17.06,17.06,0.0,-0.0,0.99,0.0
2026-01-30T20:30:00+00:00,il,KMDW,19.4,21.2,0.4747,-2.1837,0.7173,2.6584
2026-01-30T20:30:00+00:00,tx,KAUS,53.6,53.6,4.32,0.7015,0.9888,3.6185
2026-01-30T20:30:00+00:00,fl,KMIA,66.2,66.92,-0.0,0.0153,-0.0391,-0.0153
2026-01-30T19:51:00+00:00,ny,KNYC,17.06,17.06,0.0,-0.0,0.99,0.0
2026-01-30T20:30:00+00:00,il,KMDW,19.4,21.2,0.4747,-2.1837,0.7173,2.6584
2026-01-30T20:30:00+00:00,tx,KAUS,53.6,53.6,4.32,0.7015,0.9888,3.6185
2026-01-30T20:30:00+00:00,fl,KMIA,66.2,66.92,-0.0,0.0153,-0.0391,-0.0153
2026-01-30T19:51:00+00:00,ny,KNYC,17.06,17.06,0.0,-0.0,0.99,0.0
2026-01-30T20:35:00+00:00,il,KMDW,19.4,21.2,-0.0718,-1.8202,0.4426,1.7484
2026-01-30T20:35:00+00:00,tx,KAUS,51.8,53.6,2.16,0.5705,0.8457,1.5895
2026-01-30T20:35:00+00:00,fl,KMIA,68.0,68.0,4.32,0.7372,0.1614,3.5828
2026-01-30T19:51:00+00:00,ny,KNYC,17.06,17.06,0.0,-0.0,0.99,0.0
2026-01-30T20:35:00+00:00,il,KMDW,19.4,21.2,-0.0718,-1.8202,0.4426,1.7484
2026-01-30T20:35:00+00:00,tx,KAUS,51.8,53.6,2.16,0.5705,0.8457,1.5895
2026-01-30T20:35:00+00:00,fl,KMIA,68.0,68.0,4.32,0.7372,0.1614,3.5828
2026-01-30T19:51:00+00:00,ny,KNYC,17.06,17.06,0.0,-0.0,0.99,0.0
2026-01-30T20:35:00+00:00,il,KMDW,19.4,21.2,-0.0718,-1.8202,0.4426,1.7484
2026-01-30T20:35:00+00:00,tx,KAUS,51.8,53.6,2.16,0.5705,0.8457,1.5895
