,WSF2,DATE,WDF2,AWND,STATION,WSF5,WDF5,SNOW,TMAX,TMIN,PRCP,SNWD
0,16.1,2026-01-15,  200,6.93,USW00013904,21.9,  180,0.0,67,32,0.00,0.0
