"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","ACMH","ACMH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-05-03",,,,,,,,,"0.00","T,,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"71",",,0","56",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-05-04",,,,,,,,,"0.00","T,,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"70",",,0","53",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-05-05",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"71",",,0","51",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-05-06",,,,,,,,,"0.00","T,,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"78",",,0","55",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-05-07",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"69",",,0","51",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-05-08",,,,,,,,,"0.00","T,,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"67",",,0","51",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-05-09",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"65",",,0","56",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-05-10",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"70",",,0","53",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-05-11",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"72",",,0","50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-05-12",,,,,,,,,"0.35",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"64",",,0","49",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-05-13",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"74",",,0","53",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-05-14",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"74",",,0","55",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-05-15",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"78",",,0","56",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-05-16",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"81",",,0","54",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-05-17",,,,,,,,,"0.01",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"82",",,0","63",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-05-18",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"74",",,0","58",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-05-19",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"75",",,0","62",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-05-20",,,,,,,,,"0.05",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"84",",,0","67",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-05-21",,,,,,,,,"0.00","T,,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"72",",,0","56",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-05-22",,,,,,,,,"0.10",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"60",",,0","53",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-05-23",,,,,,,,,"0.61",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"55",",,0","51",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-05-24",,,,,,,,,"0.08",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"55",",,0","50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-05-25",,,,,,,,,"0.17",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"74",",,0","55",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-05-26",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"80",",,0","60",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-05-27",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"82",",,0","65",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-05-28",,,,,,,,,"0.34",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"67",",,0","60",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-05-29",,,,,,,,,"0.68",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"74",",,0","59",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-05-30",,,,,,,,,"0.00","T,,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"76",",,0","62",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-05-31",,,,,,,,,"0.04",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"66",",,0","62",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-06-01",,,,,,,,,"0.02",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"70",",,0","61",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-06-02",,,,,,,,,"0.03",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"79",",,0","61",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-06-03",,,,,,,,,"0.01",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"76",",,0","59",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-06-04",,,,,,,,,"0.04",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"70",",,0","59",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-06-05",,,,,,,,,"0.80",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"64",",,0","59",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-06-06",,,,,,,,,"0.86",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"60",",,0","55",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-06-07",,,,,,,,,"0.03",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"62",",,0","55",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-06-08",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"76",",,0","55",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-06-09",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"81",",,0","58",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-06-10",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"81",",,0","61",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-06-11",,,,,,,,,"0.00","T,,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"68",",,0","58",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-06-12",,,,,,,,,"0.00","T,,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"65",",,0","54",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-06-13",,,,,,,,,"1.65",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"55",",,0","52",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-06-14",,,,,,,,,"0.11",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"72",",,0","54",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-06-15",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"83",",,0","60",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-06-16",,,,,,,,,"0.81",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"87",",,0","68",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-06-17",,,,,,,,,"0.09",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"81",",,0","68",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-06-18",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"82",",,0","68",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-06-19",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"73",",,0","66",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-06-20",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"76",",,0","64",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-06-21",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"80",",,0","66",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-06-22",,,,,,,,,"0.10",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"80",",,0","65",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-06-23",,,,,,,,,"0.08",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"78",",,0","60",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-06-24",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"79",",,0","61",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-06-25",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"81",",,0","62",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-06-26",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"86",",,0","70",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-06-27",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"80",",,0","68",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-06-28",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"84",",,0","67",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-06-29",,,,,,,,,"0.49",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"74",",,0","69",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-06-30",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"81",",,0","67",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-07-01",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"77",",,0","62",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-07-02",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"80",",,0","60",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-07-03",,,,,,,,,"0.17",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"72",",,0","60",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-07-04",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"77",",,0","60",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-07-05",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"80",",,0","62",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-07-06",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"82",",,0","64",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-07-07",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"84",",,0","65",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-07-08",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"93",",,0","73",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-07-09",,,,,,,,,"0.00","T,,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"91",",,0","75",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-07-10",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"91",",,0","72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-07-11",,,,,,,,,"0.01",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"81",",,0","71",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-07-12",,,,,,,,,"0.01",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"85",",,0","73",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-07-13",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"93",",,0","73",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-07-14",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"84",",,0","72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-07-15",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"89",",,0","73",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-07-16",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"92",",,0","75",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-07-17",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"92",",,0","76",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1982-07-18",,,,,,,,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"98",",,0","78",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
