"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","ACMH","ACMH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-04-02",,,,," 2350",",,X"," 1553",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"51",",,0","37",",,0","  295",",,X","  310",",,X",,,,,"  270","W,,X",,,,,"17.9",",,X",,,,,"24.2",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-04-03",,,,," 0050",",,X"," 0004",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"57",",,0","36",",,0","  762",",,X","  310",",,X",,,,,"  315","W,,X",,,,,"8.9",",,X",,,,,"15.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-04-04",,,,," 2150",",,X"," 2217",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"65",",,0","40",",,0","  769",",,X","  230",",,X",,,,,"  225","W,,X",,,,,"14.1",",,X",,,,,"20.8",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-04-05",,,,," 1150",",,X"," 1412",",,X","0.01",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"64",",,0","46",",,0","  229",",,X","  220",",,X",,,,,"  225","W,,X",,,,,"17.9",",,X",,,,,"24.2",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-04-06",,,,," 1650",",,X"," 2008",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"77",",,0","53",",,0","  713",",,X","  160",",,X",,,,,"  270","W,,X",,,,,"10.1",",,X",,,,,"13.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-04-07",,,,," 1450",",,X"," 1445",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"87",",,0","63",",,0","  728",",,X","  250",",,X",,,,,"  248","W,,X",,,,,"15.0",",,X",,,,,"24.2",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-04-08",,,,," 2150",",,X"," 1411",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"90",",,0","66",",,0","  582",",,X","  230",",,X",,,,,"  225","W,,X",,,,,"14.1",",,X",,,,,"24.2",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-04-09",,,,," 1250",",,X"," 2340",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"86",",,0","68",",,0","  477",",,X","  250",",,X",,,,,"  180","W,,X",,,,,"14.1",",,X",,,,,"26.4",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-04-10",,,,," 2250",",,X"," 2204",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"75",",,0","49",",,0","  706",",,X","  260",",,X",,,,,"  270","W,,X",,,,,"19.9",",,X",,,,,"35.6",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-04-11",,,,," 0950",",,X"," 1535",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"60",",,0","42",",,0","  787",",,X","  260",",,X",,,,,"  270","W,,X",,,,,"19.9",",,X",,,,,"36.7",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-04-12",,,,," 0050",",,X"," 0133",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"59",",,0","38",",,0","  790",",,X","  310",",,X",,,,,"  270","W,,X",,,,,"14.1",",,X",,,,,"24.2",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-04-13",,,,," 2350",",,X"," 2227",",,X","0.37",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"52",",,0","40",",,0","  105",",,X","   40",",,X",,,,,"   45","W,,X",,,,,"15.0",",,X",,,,,"25.3",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-04-14",,,,," 0650",",,X"," 0707",",,X","0.00","T,,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"57",",,0","40",",,0","  370",",,X","   50",",,X",,,,,"   45","W,,X",,,,,"16.1",",,X",,,,,"27.5",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-04-15",,,,," 1950",",,X"," 2241",",,X","0.31",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"52",",,0","43",",,0","    0",",,X","  230",",,X",,,,,"  270","W,,X",,,,,"10.1",",,X",,,,,"18.3",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-04-16",,,,," 1350",",,X"," 1207",",,X","0.00","T,,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"76",",,0","50",",,0","  604",",,X","  280",",,X",,,,,"  270","W,,X",,,,,"16.1",",,X",,,,,"28.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-04-17",,,,," 2350",",,X"," 2347",",,X","0.34",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"61",",,0","46",",,0","   14",",,X","   80",",,X",,,,,"   90","W,,X",,,,,"15.0",",,X",,,,,"23.0",",,X",,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-04-18",,,,," 0050",",,X"," 0115",",,X","0.00","T,,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"51",",,0","45",",,0","   27",",,X","   50",",,X",,,,,"   45","W,,X",,,,,"17.9",",,X",,,,,"31.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-04-19",,,,," 2150",",,X"," 0609",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"57",",,0","40",",,0","  618",",,X","  140",",,X",,,,,"   90","W,,X",,,,,"14.1",",,X",,,,,"21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-04-20",,,,," 2250",",,X"," 2158",",,X","0.02",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"50",",,0","43",",,0","    0",",,X","   50",",,X",,,,,"   45","W,,X",,,,,"17.9",",,X",,,,,"32.2",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-04-21",,,,," 0550",",,X"," 0357",",,X","2.28",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"46",",,0","41",",,0","    0",",,X","  360",",,X",,,,,"   23","W,,X",,,,,"17.0",",,X",,,,,"30.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-04-22",,,,," 1750",",,X"," 1324",",,X","0.05",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"56",",,0","40",",,0","   79",",,X","  210",",,X",,,,,"  270","W,,X",,,,,"17.0",",,X",,,,,"28.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-04-23",,,,," 1150",",,X"," 1329",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"70",",,0","46",",,0","  747",",,X","  210",",,X",,,,,"  270","W,,X",,,,,"14.1",",,X",,,,,"23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-04-24",,,,," 0950",",,X"," 1149",",,X","0.14",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"63",",,0","50",",,0","  112",",,X","  140",",,X",,,,,"  158","W,,X",,,,,"14.1",",,X",,,,,"19.5",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-04-25",,,,," 0850",",,X"," 0833",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"74",",,0","48",",,0","  805",",,X","  320",",,X",,,,,"  315","W,,X",,,,,"13.0",",,X",,,,,"18.3",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-04-26",,,,," 2150",",,X"," 2035",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"76",",,0","51",",,0","  701",",,X","  220",",,X",,,,,"  225","W,,X",,,,,"14.1",",,X",,,,,"25.3",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-04-27",,,,," 1250",",,X"," 0106",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"79",",,0","56",",,0","  386",",,X","  190",",,X",,,,,"  225","W,,X",,,,,"8.9",",,X",,,,,"19.5",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-04-28",,,,," 0750",",,X"," 0316",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"68",",,0","53",",,0","  469",",,X","   50",",,X",,,,,"   45","W,,X",,,,,"17.0",",,X",,,,,"32.2",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-04-29",,,,," 1350",",,X"," 1105",",,X","0.06",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"62",",,0","50",",,0","   60",",,X","   50",",,X",,,,,"  135","W,,X",,,,,"13.0",",,X",,,,,"19.5",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-04-30",,,,," 2250",",,X"," 2335",",,X","0.02",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"63",",,0","50",",,0","   70",",,X","   50",",,X",,,,,"   45","W,,X",,,,,"6.9",",,X",,,,,"15.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-05-01",,,,," 1650",",,X"," 1757",",,X","0.00","T,,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"69",",,0","54",",,0","  576",",,X","  170",",,X",,,,,"  135","W,,X",,,,,"16.1",",,X",,,,,"25.3",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-05-02",,,,," 1350",",,X"," 1829",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"69",",,0","52",",,0","  490",",,X","  290",",,X",,,,,"  270","W,,X",,,,,"17.0",",,X",,,,,"32.2",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-05-03",,,,," 1850",",,X"," 1153",",,X","0.00","T,,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"63",",,0","49",",,0","  524",",,X","  280",",,X",,,,,"  270","W,,X",,,,,"17.9",",,X",,,,,"33.3",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-05-04",,,,," 0150",",,X"," 1307",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"73",",,0","47",",,0","  844",",,X","  300",",,X",,,,,"  270","W,,X",,,,,"15.0",",,X",,,,,"19.5",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-05-05",,,,," 1250",",,X"," 1619",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"70",",,0","51",",,0","  846",",,X","  140",",,X",,,,,"  180","W,,X",,,,,"12.1",",,X",,,,,"17.2",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-05-06",,,,," 0850",",,X"," 1925",",,X","1.39",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"63",",,0","55",",,0","    0",",,X","  140",",,X",,,,,"  315","W,,X",,,,,"13.0",",,X",,,,,"20.8",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-05-07",,,,," 1350",",,X",,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"69",",,0","53",",,0","  625",",,X","  270",",,X",,,,,,,,,,,"17.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-05-08",,,,," 1350",",,X",,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"75",",,0","50",",,0","  852",",,X","  270",",,X",,,,,,,,,,,"15.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-05-09",,,,," 2350",",,X"," 1612",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"64",",,0","52",",,0","  182",",,X","   50",",,X",,,,,"  135","W,,X",,,,,"12.1",",,X",,,,,"13.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-05-10",,,,," 1250",",,X"," 1114",",,X","0.03",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"70",",,0","54",",,0","  464",",,X","  350",",,X",,,,,"  360","W,,X",,,,,"14.1",",,X",,,,,"23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-05-11",,,,," 2050",",,X"," 1650",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"80",",,0","54",",,0","  857",",,X","  220",",,X",,,,,"  270","W,,X",,,,,"13.0",",,X",,,,,"16.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-05-12",,,,," 1750",",,X"," 1353",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"89",",,0","59",",,0","  700",",,X","  250",",,X",,,,,"  270","W,,X",,,,,"14.1",",,X",,,,,"23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-05-13",,,,," 1550",",,X"," 1429",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"84",",,0","66",",,0","  696",",,X","  140",",,X",,,,,"  135","W,,X",,,,,"8.9",",,X",,,,,"16.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-05-14",,,,," 1850",",,X"," 2307",",,X","0.57",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"84",",,0","63",",,0","  656",",,X","  130",",,X",,,,,"   90","W,,X",,,,,"12.1",",,X",,,,,"18.3",",,X",,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-05-15",,,,," 1450",",,X"," 1140",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"84",",,0","61",",,0","  723",",,X","   70",",,X",,,,,"  360","W,,X",,,,,"14.1",",,X",,,,,"23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-05-16",,,,," 2050",",,X"," 2026",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"87",",,0","64",",,0","  869",",,X","  170",",,X",,,,,"  225","W,,X",,,,,"14.1",",,X",,,,,"19.5",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-05-17",,,,," 1150",",,X"," 1745",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"83",",,0","64",",,0","  360",",,X","  230",",,X",,,,,"  225","W,,X",,,,,"17.0",",,X",,,,,"20.8",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-05-18",,,,," 0150",",,X"," 0304",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"74",",,0","51",",,0","  296",",,X","  360",",,X",,,,,"  360","W,,X",,,,,"14.1",",,X",,,,,"24.2",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-05-19",,,,," 1350",",,X"," 1714",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"65",",,0","49",",,0","  660",",,X","  160",",,X",,,,,"  135","W,,X",,,,,"12.1",",,X",,,,,"13.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-05-20",,,,," 2350",",,X"," 2100",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"73",",,0","48",",,0","  876",",,X","  230",",,X",,,,,"  180","W,,X",,,,,"13.0",",,X",,,,,"18.3",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-05-21",,,,," 2250",",,X"," 2237",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"82",",,0","51",",,0","  867",",,X","  240",",,X",,,,,"  135","W,,X",,,,,"13.0",",,X",,,,,"17.2",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-05-22",,,,," 2350",",,X"," 1147",",,X","0.00","T,,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"90",",,0","65",",,0","  648",",,X","   50",",,X",,,,,"  270","W,,X",,,,,"10.1",",,X",,,,,"17.2",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-05-23",,,,," 1250",",,X"," 1536",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"78",",,0","60",",,0","  662",",,X","   70",",,X",,,,,"   45","W,,X",,,,,"16.1",",,X",,,,,"23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-05-24",,,,," 1450",",,X"," 1407",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"85",",,0","60",",,0","  444",",,X","  140",",,X",,,,,"  180","W,,X",,,,,"13.0",",,X",,,,,"18.3",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-05-25",,,,," 0250",",,X"," 2225",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"93",",,0","71",",,0","  745",",,X","  240",",,X",,,,,"  360","W,,X",,,,,"14.1",",,X",,,,,"18.3",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-05-26",,,,," 0950",",,X"," 0853",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"81",",,0","64",",,0","  838",",,X","   50",",,X",,,,,"   45","W,,X",,,,,"17.0",",,X",,,,,"25.3",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-05-27",,,,," 1350",",,X"," 2125",",,X","0.55",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"89",",,0","63",",,0","  420",",,X","  170",",,X",,,,,"  360","W,,X",,,,,"12.1",",,X",,,,,"16.1",",,X",,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-05-28",,,,," 1250",",,X"," 1653",",,X","0.43",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"90",",,0","72",",,0","  699",",,X","  300",",,X",,,,,"  315","W,,X",,,,,"15.0",",,X",,,,,"20.8",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-05-29",,,,," 0550",",,X"," 0453",",,X","0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"89",",,0","69",",,0","  727",",,X","   40",",,X",,,,,"  360","W,,X",,,,,"8.1",",,X",,,,,"11.4",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-05-30",,,,," 0650",",,X"," 1943",",,X","0.03",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"90",",,0","70",",,0","  446",",,X","   50",",,X",,,,,"   90","W,,X",,,,,"10.1",",,X",,,,,"12.8",",,X",,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-05-31",,,,," 1450",",,X",,,"0.11",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"91",",,0","71",",,0","  553",",,X","  350",",,X",,,,,,,,,,,"19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-06-01",,,,," 1250",",,X",,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"88",",,0","72",",,0","  730",",,X","  310",",,X",,,,,,,,,,,"17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","1991-06-02",,,,," 1650",",,X",,,"0.00",",,0,2400",,,"0.0",",,0,","0.0",",,0,",,,"85",",,0","65",",,0","  651",",,X","  180",",,X",,,,,,,,,,,"15.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
